"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","location_or_most_recent_sale_notes","collection_type","realdate","medium","medium_notes","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","original_image_file","image_source_title","image_source_url"
18549,"Procession of the Bride (Bohler, Munich, 1937)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Children|Peasants|Musical instruments",,27,37,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, the Shoefer, Munich (Bohler) 28-10-1937",,,,,,,,"img/derivatives/simple/18549/thumbnail.jpg","img/derivatives/simple/18549/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD266.0c.jpg",,
18550,"A Bridal Procession (Christie's, London, 1935)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Children|Peasants|Musical instruments",,70,122,,"Unavailable","Private Collection/Art Market",,"England, Collection of Mrs. Geoffrey Hart","Private","ca. 1630","Oil",,"Panel",,,,,"Signed and Dated 1630",,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II","Catalog Van Eyck to Brueghel, Paris, 1935.",,,,,,,,"Sale, osborn Kling (Stockholm), London Christie's 28-6-1935, no. 13.  Exhibition, London, Slatter Gallery, 1943/44, no. 3, with illustration.  Collection, Mrs. Geoffrey Hart. Worthing, 1952, no. 10. Exhibition, Collection  Mrs. Geoffry Hart, Brighton Art Gallery,1956, nr. 3, with illustration.",,,,,,,,"img/derivatives/simple/18550/thumbnail.jpg","img/derivatives/simple/18550/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD267.0c.jpg",,
18551,"Wedding Procession (Sotheby's, New York, 1986)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Children|Peasants|Musical instruments",,141,281,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Canvas",,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II","George Marlier, Pieter Le Jeune, 1969, blz. 173, no. 10.",,,,,,,,"(Collection, Countess de Talleyrand.  Collection, Princess de Ligne (???))  Collection Prinses A. Isenburg-Birnstein, Prinses Jaroslov Lubcowicz, Gravin E. de Beaufort, Hertog de Beaufort Spontin.  Exhibtion, Brussels 1935, no. 182.  Sale, Bakewell Parisch church e.a.(anon.gred), London (c), 2-12-1997, no. 78 with illustration.  Sale, Paris (Palais d'Orsay) 6-4-1978, no. 11 with illustration.  Sale, The Los Angeles County Museum of Art e.a. (anon.ged.), New York (S), 17-1-1986, nr. 38 with illustration in color.",,,,,,,,"img/derivatives/simple/18551/thumbnail.jpg","img/derivatives/simple/18551/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD268.0c.jpg",,
18552,"A Bridal Procession (Brussels)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,61.5,114.5,,"Belgium","Brussels","Musée de la Ville de Bruxelles","Broodhuis","Public",,"Oil",,"Panel",,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II ?",,,,,,,,,"Brussels, Gem Museum, Broodhuis Afb. afk. Openbaar Kunstbezit in Vlaannderedn, 17, 1969,nr. 13.",,,,,,,,"img/derivatives/simple/18552/thumbnail.jpg","img/derivatives/simple/18552/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD269.0c.jpg",,
18553,"Landscape with Windmill and Bridal Procession (Christie's, London, 1999)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,75,120.7,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,"""P. BREVGHEL 1627""","bottom right",,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"Veiling London (Christie's), 1999-12-17, nr. 91.",,,,,,,,"img/derivatives/simple/18553/thumbnail.jpg","img/derivatives/simple/18553/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD270.0c.jpg",,
18554,"A Bridal Procession (Private collection, Northwick Park)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,61,114.3,,"Unavailable","Private Collection/Art Market",,"Northwich Park, Worcestershire, no. 12","Private",,"Oil",,"Panel",,"""Signed with a Horse's skull""",,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II","Northwick Catalog, 1864, no. 93| Arundel Club Portfolio, 1912 (12)|Borenius, Northwick Pictures, 1921, no. 114|Gluck, Brueghel, no. 25.",,,,,,,,"Collection, E. G. Spenser-Churchill, Northwick Park, worcestershire, no. 12.  Arundel Club, 1912.  Flemish Exhibition. London, R.A. 1953/54, nr. 345.",,,,,,,,"img/derivatives/simple/18554/thumbnail.jpg","img/derivatives/simple/18554/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD271.0c.jpg",,
18555,"A Bridal Feast (Unknown)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18555/thumbnail.jpg","img/derivatives/simple/18555/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD272.0c.jpg",,
18556,"A Bridal Procession (unknown)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18556/thumbnail.jpg","img/derivatives/simple/18556/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD273.0c.jpg",,
18557,"A Bridal Procession (Dorotheum, Vienna, 2004)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,85,136,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,,,,,,,,,"img/derivatives/simple/18557/thumbnail.jpg","img/derivatives/simple/18557/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD274.0c.jpg",,
18560,"Peasant Wedding Procession (Sotheby's, London, 1973)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,74,124,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,"Anonymous Sale, London (Sotheby), 12 December 1973, Lot.30.",,,,,,,,"img/derivatives/simple/18560/thumbnail.jpg","img/derivatives/simple/18560/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD277.0c.jpg",,
18561,"The Wedding Procession (Sotheby, Monaco, 1989)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,72.5,118,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel transferred to canvas",,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"""In the same family by succession since the beginning of this century.""  Sale, Monaco (Sotheby's), 16/17 June, 1989.",,,,,,,,"img/derivatives/simple/18561/thumbnail.jpg","img/derivatives/simple/18561/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD278.0c.jpg",,
18562,"Wedding Procession with Windmill (Dorotheum, Vienna, 2000)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,72,118,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, Vienna (Dorotheum),  March 2000.",,,,,,,,"img/derivatives/simple/18562/thumbnail.jpg","img/derivatives/simple/18562/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD279.0c.jpg",,
18489,"Proverb: Letting the Cat out of the Bag","Painting",,,,,,17.8,"Unavailable","Private Collection/Art Market",,"Paris, Gal. de Jonckheere, cat. 1982","Private",,"Oil",,"Panel",,"P. BRUEGHEL","lower left",,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Arts, Antiques, Auctions, February 1981",,,,,,,,"Newhouse Galleries, New York, from whom purchased by the present owner in 1965; Vor 1981 - Slg. Jahan, Henry; 1981 - Paris, Ader Picard Tajan, 18.03.81, Nr. 135",,,,,,,,"img/derivatives/simple/18489/thumbnail.jpg","img/derivatives/simple/18489/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD28.0a.jpg",,
18563,"The Wedding Procession (Christie's, London,1965)","Painting","Urban, Common and Peasant Life","Wedding|Dog|Church|Village|Burghers|Children|Peasants|Musical instruments",,,,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, London (Christie's), 28-5-1965.",,,,,,,,"img/derivatives/simple/18563/thumbnail.jpg","img/derivatives/simple/18563/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD280.1c.jpg",,
18564,"The Bridal Procession (Christie's, London, 2000)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Children|Peasants|Musical instruments",,28,41,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18564/thumbnail.jpg","img/derivatives/simple/18564/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD281.0c_0.jpg",,
18565,"The Bridegroom's Procession (Christie's, London,2000)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Peasants|Musical instruments",,28,41,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,"Sale, London (Christie's), 07-07-2000, no. 25, color, a pair.  ""F received 00-07-2000 from the auction handler.""",,,,,,,,"img/derivatives/simple/18565/thumbnail.jpg","img/derivatives/simple/18565/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD282.0c.jpg",,
18566,"The Bridegroom's Procession (Sotheby's, London, 1983)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Peasants|Musical instruments",,26.5,37.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, London (Sotheby's), 13 july 1983.",,,,,,,,"img/derivatives/simple/18566/thumbnail.jpg","img/derivatives/simple/18566/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD283.0c_0.jpg",,
18567,"Procession of the Bride (Sotheby's, New York, 1990)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Children|Peasants|Musical instruments",,26.5,39.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,"lower left",,,,,,,,,"Wedding Processions Series",,,,,"Pieter Brueghel II",,,,,,,,,"Sale, Princesse Charles d'Arenberg, Brussels (Giroux), 15 November 1926, lots 22 and 23, illustrated, purchased by Prince Charles d'Arenberg, her husband, then by descent to Anka, Princess Charles d'Arenberg, 1948, thence by descent to the present owner. Sale, John T. Darrance Jr.  e.a. (anon. ged.) New York (Sotheby's), 11-1-1990, no. 42. with illustration in color (tegenhanger).",,,,,,,,"img/derivatives/simple/18567/thumbnail.jpg","img/derivatives/simple/18567/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD284.0c.jpg",,
18568,"Procession of the Bride (Unknown)","Painting","Urban, Common and Peasant Life","Wedding|Church|Village|Burghers|Children|Peasants|Musical instruments",,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,,,,,,,,,"img/derivatives/simple/18568/thumbnail.jpg","img/derivatives/simple/18568/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD285.0c.jpg",,
18569,"Procession of the Groom (Christie's,  London, 1990)","Painting","Urban, Common and Peasant Life","Wedding|Sheep|Church|Village|Burghers|Peasants|Musical instruments",,50.7,66.3,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,"Stamped with the clover mark of Maker Michael Claessens II",,,,,,,"Wedding Processions Series",,,,,,,,,,,,,,"D. McNaught Laurinton, South Border, Purley, Surrey, Christies, 27 July 1936, lot 141 as ""Brueghel"".General Consul Karl Erik Hedborg Bryssel.  Sale, Jessie Cope, London (Christie), 20 July 1990.",,,,,,,,"img/derivatives/simple/18569/thumbnail.jpg","img/derivatives/simple/18569/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD286.0c.jpg",,
18490,"The Lawyer (Vienna)","Painting",,,,,,16.5,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"Sale, Vienna, Dorotheum, 1998-06-10, nr. 51",,,,,,,,"img/derivatives/simple/18490/thumbnail.jpg","img/derivatives/simple/18490/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD29.0a.jpg",,
18464,"To close the barn door after the horse has bolted (pendant)","Painting",,,,,,18.1,"Unavailable","Private Collection/Art Market",,"Paris, Gallerie D'Art St. Honoré, cat. 1999","Private",,"Oil",,"Panel",,"P. Brueghel","lower left",,,,,,,,,"Proverbs Series",,,,,"Pieter III",,,,,,,,,"Sale, NY Sotheby's, 1998-01-30, nr. 72",,,,,,,,"img/derivatives/simple/18464/thumbnail.jpg","img/derivatives/simple/18464/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD3.0a.jpg",,
18491,"The Lawyer (Amsterdam)","Painting",,,,,,,"Netherlands","Amsterdam","Galerie Six","No. 10","Public",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Georges Maarlier, 1969, S. 160, Nr. 21, Fig. 82|Ertz 1998, Kat. 143. Dr. Kalus wird das vorliegende Gemalde Pieter Brueghels d. J. unter der Nr. 144a publizieren and abbilden","8331|8332",,,,,,,"1998 - Antwerpen, Amberes Veilingen, 23.03.98, Nr. 10 (as Pieter II); 1998 - Vienna, Dorotheum, 10.06.98, Nr. 51",,,,,,,,"img/derivatives/simple/18491/thumbnail.jpg","img/derivatives/simple/18491/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD30.0a.jpg",,
18493,"To Fill up the Well after the Calf has drowned (New York, Christie's)","Painting",,,,,,17.8,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,"P. BRUEGHEL","lower left",,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","The Connoisseur, Marz 1963, Bd. 152, Farbabb. Umschlag, und S. 200|Marlier 1969, S. 159, Fig. 79|MK Antwerpen 1988, S. 65",,,,,,,,"1959 -- New York, Gal. La Roche; 1963 -- New York, Gal. Newhouse; 1969 -- New York, private; Sale, NY Christie's, 1998-05-22, nr. 7",,,,,,,,"img/derivatives/simple/18493/thumbnail.jpg","img/derivatives/simple/18493/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD32.0a.jpg",,
18494,"Proverb : 'Woman with pot of water'","Painting",,,,,,17,"Unavailable","Private Collection/Art Market",,"Tilburg, Netherlands, H. Weijers","Private",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II",,,,,,,,,"Verz. H. Weijers, Tilburg. |Tent. Eindhoven, 1938, no. 3. |Verz. Bekkers, 's-Gravenhaye",,,,,,,,"img/derivatives/simple/18494/thumbnail.jpg","img/derivatives/simple/18494/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD33.0a.jpg",,
18495,"Proverb: 'Woman with pot of water' (Kassel)","Painting",,,,,,22,"Unavailable","Private Collection/Art Market",,"Paris, Galerie d'Art St. Honore, Nr. 7","Private","ca. 1626","Oil",,"Panel",,"P. BREVGHEL",,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","MK Dessau 1929, Nr. 46|Verlorene Werke... 1965, S. 87|Marlier 1969, S. 152, Nr. a, Fig. 71",9859,,,,,,,"Vor 1945 - Dessau, Staatl. Kunstsammlungen, Gemaldegalerie; im Auslagerungsort Bergwerk Solvayhall abhanden gekommen; 1952 - Amsterdam,Kunsthandel, nach Verlorene Werke 1965, S. 87; 1954 - Den Haag, Gal. Nystad; nach 1954 - Doetichem, Slg. Vromen; 1984 - Paris Gal. de Jonckheere, auf der Biennale Paris ausgestellt; 1990 Paris, Gal. de Jonckheere, nach Brief vom 22.3.1990",,,,,,,,"img/derivatives/simple/18495/thumbnail.jpg","img/derivatives/simple/18495/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD34.0a.jpg",,
18496,"Woman Carrying Water in One Hand and Fire in the Other in Summer Landscape","Painting",,,,,,17.5,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,"P. BREVGHEL 1626","lower center",,,,,,,,,"Proverbs Series",,,,,,,,,,,,,,"Sale, London Sotheby's, 2010-07-07, nr. 121",,,,,,,,"img/derivatives/simple/18496/thumbnail.jpg","img/derivatives/simple/18496/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD35.0a.jpg",,
18294,"Kermis (Vienna)","Painting","Urban, Common and Peasant Life",,,114,164,,"Austria","Vienna","Kunsthistorisches Museum","no. 719","Public",,"Oil",,"Panel",,"""BRVEGEL""",,,,,,,,,,"Kermis Series",,,,,"P  Brueghel","Gluck, 39. Tolnay, 33.",,,,,,,,,,,,,,,,"img/derivatives/simple/18294/thumbnail.jpg","img/derivatives/simple/18294/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD357.0b.jpg",,
18295,"Kermis (Brussels, Leger & Son, 1932)","Painting","Urban, Common and Peasant Life",,,,,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,"Also attributed to A. Grimmer",,,"naar Pieter Bruegel I",,,,,,,,,"Gallery of Hartveld, Antwerpen.  Sale, Arot, Brussel, 29-10-1928, nr. 20, with illustration, as P. Brueghel II. Gallery, .Leger & Son, Brussel, nov. 1932, as A. Grimmer.",,,,,,,,"img/derivatives/simple/18295/thumbnail.jpg","img/derivatives/simple/18295/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD358.0b.jpg",,
18296,"Peasant's Dance by (New York, Anderson Gallery, 1928)","Painting","Urban, Common and Peasant Life",,,58.5,86.5,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"naar Pieter Bruegel I","Ertz 1979, S. 532, Anm. 395 (as Jan II)",10413,,,,,,,"Sale, Sir Thomas Barclay, New York (Anderson Gall.), 1-3-1928, nr. 454, with this illustration.",,,,,,,,"img/derivatives/simple/18296/thumbnail.jpg","img/derivatives/simple/18296/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD359.0b.jpg",,
18497,"Man on Egg (Mainz)","Painting",,,,,,17.5,"Unavailable","Private Collection/Art Market",,"Mainz, B.A. Mayer","Private",,"Oil",,"Panel",,,,,,,,,,,,"Proverbs Series",,,,,"Pieter Bruegel II","Gluck 1932, S. 78, Nr. 32|Marlier 1969, S. 147, Nr. 2b","8486|8487",,,,,,,"Sale, Ch.T. Yerkes. New York, 5 Apr. 1910. |Sale, Berlin, Graupe, 20. 10. 36, Nr. 10c",,,,,,,,"img/derivatives/simple/18497/thumbnail.jpg","img/derivatives/simple/18497/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD36.0a.jpg",,
18297,"Peasant Festival","Painting","Urban, Common and Peasant Life",,,114,165,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"naar Pieter Bruegel I",,,,,,,,,,,,,,,,,"img/derivatives/simple/18297/thumbnail.jpg","img/derivatives/simple/18297/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD360.0b.jpg",,
18299,"Kermis Scene (Brussels, 1955)","Painting","Urban, Common and Peasant Life",,,74,98,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"Vrij naar Pieter Bruegel I",,,,,,,,,"Sale, Brussels (P. des B.-A.), 14-6-1955, nr. 101, met deze afb., als Pieter Brueghel II.",,,,,,,,"img/derivatives/simple/18299/thumbnail.jpg","img/derivatives/simple/18299/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD362.0b.jpg",,
18300,"The Maypole (Berlin, Lange, 1939)","Painting","Urban, Common and Peasant Life",,,35,52,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"Pieter Bruegheld.J.",,,,,,,,,"Sale,  Berlin (Lange), 22/23-1939, no. 6.",,,,,,,,"img/derivatives/simple/18300/thumbnail.jpg","img/derivatives/simple/18300/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD363.0b.jpg",,
18301,"The Kermis at Hoboken (Chartres)","Painting","Urban, Common and Peasant Life",,,,,,"France","Chartres","Musée des Beaux-Arts de Chartres","inv. no. 1176;  cat. 1931, no. 22.","Public",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"School van Pieter Bruegel I.",,,,,,,,,,,,,,,,,"img/derivatives/simple/18301/thumbnail.jpg","img/derivatives/simple/18301/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD364.0b.jpg",,
18302,"Kermis scene (Prague)","Painting","Urban, Common and Peasant Life",,,86,125,,"Unavailable","Private Collection/Art Market",,"Prague, Private Collection","Private",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"Naar Pieter Bruegel I",,,,,,,,,"From the collection of Prince Hohenlohe-Ohringen, 1918.  Then collection of W. P. Wykes, Leicester.",,,,,,,,"img/derivatives/simple/18302/thumbnail.jpg","img/derivatives/simple/18302/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD365.0b.jpg",,
18303,"Kermis scene (Brussels, 1930)","Painting","Urban, Common and Peasant Life",,,49,67,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"P. Brueghel",,,,,,,,,"Sale, A. de L. de L. e.a., Brussel, 8-4-1930, no. 24.",,,,,,,,"img/derivatives/simple/18303/thumbnail.jpg","img/derivatives/simple/18303/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD366.0b.jpg",,
18304,"Kermis scene (Brunn, 1929)","Painting","Urban, Common and Peasant Life",,,41.2,66.6,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"P. Brueghel d.J.",,,,,,,,,"Vlg. Mevr.  Kuhn, Brunn, A'dam, Mensing, 4-6-1929, no. 4 ;  Tent. ""P.B. and his circle"" by K+th E. Slatter, London, 20-11-1943 - 8-1-1944.",,,,,,,,"img/derivatives/simple/18304/thumbnail.jpg","img/derivatives/simple/18304/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD367.0b.jpg",,
18305,"Kermis te Hoboken (unknown)","Print","Urban, Common and Peasant Life",,,,,,,,,,"Unknown/Not Applicable",,,,,,,,,,,,,,,,"Kermis Series",,,,,"P. Breughel",,,,,,,,,,,,,,,,,"img/derivatives/simple/18305/thumbnail.jpg","img/derivatives/simple/18305/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD368.0a.jpg",,
18307,"The Peasant Dance (Brussels, 1957)","Painting","Urban, Common and Peasant Life",,,73,105,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"Ecole de Pierre Brueghel",,,,,,,,,"Vlg. Brussel 20/21 May 1957.(?)",,,,,,,,"img/derivatives/simple/18307/thumbnail.jpg","img/derivatives/simple/18307/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD370.0b.jpg",,
18306,"Kermis (unknown)","Painting","Urban, Common and Peasant Life",,,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"Naar P. Brueghel",,,,,,,,,,,,,,,,,"img/derivatives/simple/18306/thumbnail.jpg","img/derivatives/simple/18306/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD372.0a_0.jpg",,
18309,"Kermis (Haarlem)","Painting","Urban, Common and Peasant Life",,,66,48.5,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"Naar Pieter Brueghel I via H. Cock",,,,,,,,,,,,,,,,,"img/derivatives/simple/18309/thumbnail.jpg","img/derivatives/simple/18309/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD372.0a.jpg",,
18310,"The Kermesse of the Feast of St. George (London, Philips, 1990)","Painting","Urban, Common and Peasant Life",,,50.5,69,,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,,,,,,,,,"Kermis Series",,,,,"Studio of Pieter Brueghel the Younger",,,,,,,,,"Sale Galerie Fierez, 8 April1930, lot 24 (as by Pieter Brueghel II); Sale Drouot, 17 June 1931, lot 13 (as by Pieter Brueghel II) from the collection of M.R.A....",,,,,,,,"img/derivatives/simple/18310/thumbnail.jpg","img/derivatives/simple/18310/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD372.1a.jpg",,
18311,"Kermis (Moscow)","Painting","Urban, Common and Peasant Life",,,,,,,,,,"Unknown/Not Applicable",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"P. Bruegel",,,,,,,,,"Kunst nr. 61 (1954) Moscow.",,,,,,,,"img/derivatives/simple/18311/thumbnail.jpg","img/derivatives/simple/18311/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD373.0b.jpg",,
18312,"The Peasant Dance (london, Christie's, 1978)","Painting","Urban, Common and Peasant Life",,,58.4,78.7,,"Unavailable","Private Collection/Art Market",,"Private Collection","Private",,"Oil",,,,,,,,,,,,,,"Kermis Series",,,,,"P. Brueghel the Younger",,,,,,,,,,,,,,,,,"img/derivatives/simple/18312/thumbnail.jpg","img/derivatives/simple/18312/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD374.0a.jpg",,
18499,"The Flatterers (London, Sotheby's)","Painting",,,,,,18.5,,,,,"Unknown/Not Applicable",,"Oil",,"Panel",,,,"1.5.9.2.",,,,,,,,"Proverbs Series",,,,,"Pieter Brueghel II","Gluck 1932, S. 98|Marlier 1969, S. 150, N. 7","8309|8310",,,,,,,"Sale, London Sotheby's, 2001-07-12, nr. 118; 1934- Amsterdam, Gal. de Boer; 1935--Stockholm, Col. Traugott, Ivan; 1998 -- NY, Coll. Linsky, Jack and Belle; Sale, NY Christie's, 1998-01-29, nr. 237 (as circle of Pieter II)",,,,,,,,"img/derivatives/simple/18499/thumbnail.jpg","img/derivatives/simple/18499/fullwidth.jpg","janbrueghel","brueghel_item",,"RKD38.0a_0.jpg",,
