"pid","object_pid","label","artist","provenance_date","provenance_location","provenance_text","collection","order"
"7231","9823","Peasants Loading a Wagon","janbrueghel","18th century to 19th century","Utrecht","F.J.O. Boijmans","provenance",
"7232","9823","Peasants Loading a Wagon","janbrueghel","1847","Rotterdam","Bequeathed to the City of Rotterdam","provenance",
"7233","9823","Peasants Loading a Wagon","janbrueghel","1849","Rotterdam","On permanent loan to Museum Boijmans Van Beuningen","provenance",
"7234","9824","Inn by a Canal with a Coach and a Barge","janbrueghel","18th century to 19th century","Utrecht","F.J.O. Boijmans","provenance",
"7235","9824","Inn by a Canal with a Coach and a Barge","janbrueghel","1847","Rotterdam","Bequeathed to the City of Rotterdam","provenance",
"7236","9824","Inn by a Canal with a Coach and a Barge","janbrueghel","1849","Rotterdam","On permanent loan to Museum Boijmans Van Beuningen","provenance",
"7237","9825","The Miraculous Feeding","janbrueghel","20th century","Haarlem","Franz W. Koenigs","provenance",
"7238","9825","The Miraculous Feeding","janbrueghel","1935 to 1940","Rotterdam","On loan to Museum Boijmans Van Beuningen ","provenance",
"7239","9825","The Miraculous Feeding","janbrueghel",,"Rotterdam","Purchased with the Koenigs collection by D.G. van Benuningen","provenance",
"7240","9825","The Miraculous Feeding","janbrueghel","1940","Rotterdam","On loan to Museum Boijmans Van Beuningen ","provenance",
"7242","9827","Village Street with St. Martin","janbrueghel","18th century","Stockholm","Count Carl Gustaf Tessin","provenance",
"7243","9828","Road with Wagons and Cattle","janbrueghel","17th century to 18th century","Paris","Pierre Crozat","provenance",
"7244","9828","Road with Wagons and Cattle","janbrueghel","18th century","Stockholm","Count Carl Gustaf Tessin","provenance",
"7245","9828","Road with Wagons and Cattle","janbrueghel",,"Stockholm","Kunglig Biblioteket","provenance",
"7246","9828","Road with Wagons and Cattle","janbrueghel",,"Stockholm","Lungliga Museum (since 1866 named the Nationalmuseum)","provenance",
"7247","9829","Sea Landscape","janbrueghel","18th century","Stockholm","Count Carl Gustaf Tessin","provenance",
"7248","9830","Fishing Port Willebroek at Booms","janbrueghel","18th century","Stockholm","Count Carl Gustaf Tessin","provenance",
"7249","9830","Fishing Port Willebroek at Booms","janbrueghel","1750","Stockholm","Nationalmuseum","provenance",
"7253","9833","Village Street with Wagons and Festival","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7254","9834","Woodland Landscape with River, Crossing, and Castle","janbrueghel","18th century","Leipzig","Sammlung Gotfried Winckler","provenance",
"7255","9834","Woodland Landscape with River, Crossing, and Castle","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7256","9835","Country Road on the Edge of the Forest with Peasants and Wagons on the Way to Market","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7257","9836","Farmstead with Well","janbrueghel",,"London","P.H. Lankrink (Lugt 2090)","provenance",
"7258","9836","Farmstead with Well","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7259","9837","Sketches of Peasants Going to Market, Horse-Drawn Carts, and a Cutler","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7260","9838","Cliff Landscape with Sibylline Temple at Tivoli","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7261","9839","Harbor View","janbrueghel","1925","Vienna","Acquired by Albertina","provenance",
"7262","9842","Women Working in Front of a Washer or Dyeworks (Detail)","janbrueghel","1794","Vienna","Prince de Ligne, Inventory #6 (as Jan Brueghel)","provenance",
"7263","9842","Women Working in Front of a Washer or Dyeworks (Detail)","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7264","9843","Harbor in Front of City Wall","janbrueghel","1923","Vienna","Acquired by Albertina","provenance",
"7265","9844","Pan and Syrinx (Vienna)","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7266","9845","Harbor Pier","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7267","9846","Country Road on Forest's Edge with Peasants and Wagons on the Way to the Market","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7268","9847","Forest Road with Peasants and Wagons on the Way to the Market","janbrueghel","1794","Vienna","Prince de Ligne, Inventory #6 (as Jan Brueghel)","provenance",
"7269","9847","Forest Road with Peasants and Wagons on the Way to the Market","janbrueghel","18th century to 19th century","Vienna","Herzog Albert von Sachsen-Teschen","provenance",
"7270","9848","A View of Nuremberg","janbrueghel",,"Ebrach","Zisterzienserabtei","provenance",
"7271","9849","Canal in a Flemish Town","janbrueghel",,"Ebrach","Zisterzienserabtei","provenance",
"7304","9856","View of the Town of Spa","janbrueghel","17th century to 18th century","London","Jonathan Richardson Senior (Lugt 2184)","provenance",
"7305","9856","View of the Town of Spa","janbrueghel","18th century to 19th century","London","John Rushout, 2nd Baron Northwick","provenance",
"7306","9856","View of the Town of Spa","janbrueghel","19th century to 20th century","England","Captain E. Spencer-Churchill","provenance",
"7307","9856","View of the Town of Spa","janbrueghel","Jul 5 1921","London","His Sale, Sotheby's, Lot #61","provenance",
"7308","9856","View of the Town of Spa","janbrueghel","20th century","Paris","Purchased by Frits Lugt (Lugt 1028)","provenance",
"9381","9978","Twelve Proverbs","pieterbruegel",,"Antwerp","Museum Mayer van den Bergh","provenance",
"9380","9979","Dulle Griet","pieterbruegel","1604 to 1648","Prague","Collected by German emperor Rudolph II","provenance",
"9382","9979","Dulle Griet","pieterbruegel","ca. 19th century","Sweden","Private Collection","provenance",
"9383","9979","Dulle Griet","pieterbruegel","ca. 19th century",,"Brogten Collection","provenance",
"9384","9979","Dulle Griet","pieterbruegel","Oct 5 1894","Cologne","Sold with Christian Hammer Collection to Chevalier Mayer van den Bergh. At time of sale painting attributted to Pieter Brueghel the Younger.","provenance",
"9385","9979","Dulle Griet","pieterbruegel","ca. 20th century","Antwerp","Gifted to Foundation of Museum Mayer van den Bergh","provenance",
"9392","9981","Two Monkeys","pieterbruegel","ca. 19th century to ca. 20th century","Berlin","Gemäldegalerie","provenance",
"9393","9982","The Proverbs","pieterbruegel","ca. 19th century to ca. 20th century","Berlin","Gemäldegalerie","provenance",
"9394","9983","The Fall of Icarus","pieterbruegel","1912","London","Purchased by Belgium Royal Museum of Art from the Sackville Gallery","provenance",
"9395","9983","The Fall of Icarus","pieterbruegel","1912","Brussels","Musées Royaux des Beaux-Arts de Belgique","provenance",
"9396","9984","Fall of the Rebel Angels","pieterbruegel","1846","Brussels","Purchased by Belgium Royal Museum of Art from M. Félix Stappaerts","provenance",
"9397","9984","Fall of the Rebel Angels","pieterbruegel","1846","Brussels","Musées Royaux des Beaux-Arts de Belgique","provenance",
"9398","9985","The Census at Bethlehem","pieterbruegel","1902","Antwerp","Purchased by Belgium Royal Museum of Art from Edmond Huybrechts, lot #3","provenance",
"9399","9985","The Census at Bethlehem","pieterbruegel","1902","Brussels","Musées Royaux des Beaux-Arts de Belgique Website","provenance",
"9400","9986","The Adoration of the Magi","pieterbruegel","1909","Brussels","Acquired from Edouard Fétis via Gallery J. et A. Le Roy, #10","provenance",
"9401","9986","The Adoration of the Magi","pieterbruegel","1909","Brussels","Donated by the Society Les Amis de Musées royaux","provenance",
"9402","9987","Yawning Man","pieterbruegel","16th century to 17th century",,"Collected by Peter paul Rubens","provenance",
"9403","9987","Yawning Man","pieterbruegel","1949","Brussels","Acquired by the Musées Royaux des Beaux-Arts de Belgique from the Paul Drey Gallery","provenance",
"9404","9988","Winter Landscape with a Bird Trap","pieterbruegel","1973","Brussels","Private Collection","provenance",
"9405","9988","Winter Landscape with a Bird Trap","pieterbruegel","1973","Brussels","Donated by Mme Delporte-Livrauw and Dr Franz Delporte to Musées royaux","provenance",
"9406","9990","The Sermon of Saint John the Baptist","pieterbruegel","1896","Güssing","Collection of Batthyani counts","provenance",
"9407","9990","The Sermon of Saint John the Baptist","pieterbruegel","1951","Budapest","Collection of Szépmüvészeti Múzeum","provenance",
"9522","9991","The Wedding Dance","pieterbruegel",,"England","Private Collection","provenance",
"9408","9992","The Magpie on the Gallows","pieterbruegel",,,"Bequeathed to Mayken Boecke","provenance",
"9409","9994","The Adoration of the Kings","pieterbruegel","1920",,"Purchased through The Art Fund","provenance",
"9410","9995","Landscape: A River Among Mountains","pieterbruegel","1889",,"Purchased by the National Gallery","provenance",
"9415","9997","The Flight into Egypt","pieterbruegel","1563",,"Painted for patron Cardinal Perronot de Granvelle","provenance",
"9416","9997","The Flight into Egypt","pieterbruegel","1640","Antwerp","Collection of Peter Paul Rubens","provenance",
"9417","9997","The Flight into Egypt","pieterbruegel","1978",,"Collection of Count Antoine Seilern","provenance",
"9418","9997","The Flight into Egypt","pieterbruegel","1978",,"Donated to Courtauld Institute","provenance",
"9419","9998","Christ and the Woman Taken in Adultery","pieterbruegel","1978",,"Collection of Count Antoine Seilern","provenance",
"9420","9998","Christ and the Woman Taken in Adultery","pieterbruegel","1978",,"Donated to Courtauld Institute","provenance",
"9421","9999","The Massacre of the Innocents","pieterbruegel","1648","Prague","Collection of Emperor Rudolph II","provenance",
"9422","9999","The Massacre of the Innocents","pieterbruegel","1648","Sweden","Becomes property of Queen Christina of Sweden","provenance",
"9423","9999","The Massacre of the Innocents","pieterbruegel","1660","Antwerp","Acquired by William Frizell from Queen Christina's collection","provenance",
"9424","9999","The Massacre of the Innocents","pieterbruegel","1662",,"Acquired by Charles II","provenance",
"9523","10000","The Triumph of Death","pieterbruegel","1746 to 1759",,"Acquired by Queen Isabel Farnesio, Royal Collection","provenance",
"9524","10000","The Triumph of Death","pieterbruegel","1766","Segovia","Collection of Isabel Farnesio, Royal Palace of La Granja de San Ildefonso","provenance",
"9525","10000","The Triumph of Death","pieterbruegel","1827","Madrid","Collection of Prado Museum","provenance",
"9425","10001","The Wine of Saint Martin's Day","pieterbruegel","1608","Mantua","Acquired by Duke Vincenzo II","provenance",
"9426","10001","The Wine of Saint Martin's Day","pieterbruegel","1626","Mantua","Gonzaga Collection, Galleria della Mostra in the ducal palace","provenance",
"9427","10001","The Wine of Saint Martin's Day","pieterbruegel",,"Italy","Acquired by Luis Grancisco de la Carda y Aragon","provenance",
"9428","10001","The Wine of Saint Martin's Day","pieterbruegel","1702","Spain",,"provenance",
"9429","10004","The Misanthropist","pieterbruegel","before 1612","Parma","Collection of Giobanni Battista Massi","provenance",
"9430","10004","The Misanthropist","pieterbruegel","1612","Parma","Seized under court order","provenance",
"9431","10004","The Misanthropist","pieterbruegel","1612","Naples","Collection of Museo Nazionale di Capodimonte","provenance",
"9432","10005","The Parable of the Blind","pieterbruegel","before 1612","Parma","Collection of Giobanni Battista Massi","provenance",
"9433","10005","The Parable of the Blind","pieterbruegel","1612","Parma","Seized under court order","provenance",
"9434","10005","The Parable of the Blind","pieterbruegel","1612","Naples","Collection of Museo Nazionale di Capodimonte","provenance",
"9435","10005","The Parable of the Blind","pieterbruegel","ca. 1945","Naples","Confiscated by Hermnan Goering and the German Army","provenance",
"9436","10005","The Parable of the Blind","pieterbruegel","present","Naples","Collection of Museo Nazionale di Capodimonte","provenance",
"9437","10006","Haymaking (June/July)","pieterbruegel","ca. 1566","Antwerp","Comissioned by Niclaes Jongelinck","provenance",
"9451","10008","Three Soldiers","pieterbruegel","until 1900","England","Private collection of Charles I","provenance",
"9452","10008","Three Soldiers","pieterbruegel","1950s","England","Private collection","provenance",
"9453","10008","Three Soldiers","pieterbruegel","ca. 1960","England","Purchased by Mr. Marks antiques dealer","provenance",
"9454","10008","Three Soldiers","pieterbruegel","Jun 26 1964",,"Purchased by Stephen Bangarth and others, Christie's sale, #6","provenance",
"9455","10008","Three Soldiers","pieterbruegel","1965","New York, NY","Purchased by The Frick Collection","provenance",
"9456","10009","The Beggars","pieterbruegel","until 1652",,"Collection of Christina of Sweden","provenance",
"9457","10009","The Beggars","pieterbruegel","before 1892",,"Collection of Paul Mantz","provenance",
"9458","10009","The Beggars","pieterbruegel","1892","Paris","Gifted to Musée du Louvre by Paul Mantz","provenance",
"9459","10011","Scene with small figures","pieterbruegel","before 1791","France","Private collection of Christophe-Paul de Robien","provenance",
"9460","10011","Scene with small figures","pieterbruegel","1791","Rennes","Acquired by Musée des beaux-arts, Rennes","provenance",
"9461","10012","The Tower of Babel","pieterbruegel","1958","Rotterdam","Acquired from collection of D.G. van Beuningen","provenance",
"9462","10013","View of the Bay of Naples","pieterbruegel","1607","Netherlands","Collection of Cardinal Perrenot de Granville","provenance",
"9463","10013","View of the Bay of Naples","pieterbruegel","1627","Rome","Collection of Cardinal Francesco Maria del Monte","provenance",
"9464","10013","View of the Bay of Naples","pieterbruegel","1640",,"Collection of Peter Paul Rubens?","provenance",
"9465","10013","View of the Bay of Naples","pieterbruegel",,"Rome","Collection of Galleria Doria Pamphilj","provenance",
"9466","10014","Landscape with the Parable of the Sower","pieterbruegel","1924","Brussels, Antwerp","Purchased by Fernand Stuyck del del Bruyère at Fievez Gallerey","provenance",
"9467","10014","Landscape with the Parable of the Sower","pieterbruegel","1957",,"Acquired by the Putnam Foundation","provenance",
"9468","10014","Landscape with the Parable of the Sower","pieterbruegel","1965","San Diego, CA","Collection of Timken Museum of Art","provenance",
"9469","10016","Children's Games","pieterbruegel","1594","Brussels","Acquired by Archduke Ernst","provenance",
"9470","10017","The Suicide of Saul in the Battle against the Philistines at Gilboa","pieterbruegel","1566","Antwerp","Collection of Nicolaas Jongelinck","provenance",
"9471","10017","The Suicide of Saul in the Battle against the Philistines at Gilboa","pieterbruegel","1566","Antwerp","Collection of the city of Antwerp","provenance",
"9472","10017","The Suicide of Saul in the Battle against the Philistines at Gilboa","pieterbruegel","1640",,"Collection of Peter Paul Rubens, inv.# 212?","provenance",
"9473","10018","The Building of the Tower of Babel","pieterbruegel","1566","Antwerp","Collection of Nicolaas Jongelinck","provenance",
"9474","10018","The Building of the Tower of Babel","pieterbruegel","1566","Antwerp","Collection of the city of Antwerp","provenance",
"9475","10018","The Building of the Tower of Babel","pieterbruegel",,"Prague","Collection of Rudolf II","provenance",
"9476","10018","The Building of the Tower of Babel","pieterbruegel","1659","Vienna","Collection of Archduke Leopold Wilhelm","provenance",
"9477","10019","Christ Carrying the Cross","pieterbruegel","1566","Antwerp","Collection of Nicolaas Jongelinck","provenance",
"9478","10019","Christ Carrying the Cross","pieterbruegel","1566","Antwerp","Collection of the city of Antwerp","provenance",
"9479","10019","Christ Carrying the Cross","pieterbruegel","1595","Brussels","Collection of Archduke Ernst","provenance",
"9480","10019","Christ Carrying the Cross","pieterbruegel","after 1595",,"Collection of Rudolf II","provenance",
"9481","10019","Christ Carrying the Cross","pieterbruegel","1748","Vienna","Collection of Vienna treasury","provenance",
"9482","10019","Christ Carrying the Cross","pieterbruegel","1781","Bratislava","?","provenance",
"9483","10019","Christ Carrying the Cross","pieterbruegel","1783","Vienna","Kunsthistorisches Museum","provenance",
"9484","10020","The Return of the Herd (October/ November)","pieterbruegel","before 1594","Antwerp","Collection of Nicolaas Jongelinck","provenance",
"9485","10020","The Return of the Herd (October/ November)","pieterbruegel","1594","Antwerp","Gifted by the city of Antwerp to Archduke Ernst","provenance",
"9486","10020","The Return of the Herd (October/ November)","pieterbruegel","1595",,"Collection of Archduke Ernst","provenance",
"9487","10020","The Return of the Herd (October/ November)","pieterbruegel",,,"Collection of Rudolf II","provenance",
"9488","10020","The Return of the Herd (October/ November)","pieterbruegel",,,"Collection of Archduke Leopold Wilhelm","provenance",
"9489","10021","Hunters in the Snow (December/ January) ","pieterbruegel","1566","Antwerp","Collection of Nicolaas Jongelinck","provenance",
"9490","10021","Hunters in the Snow (December/ January) ","pieterbruegel","1566","Antwerp","Collection of the city of Antwerp","provenance",
"9491","10021","Hunters in the Snow (December/ January) ","pieterbruegel","1594",,"Gifted by the city of Antwerp to Archduke Ernst","provenance",
"9492","10021","Hunters in the Snow (December/ January) ","pieterbruegel","after 1594",,"Collection of Rudolf II","provenance",
"9493","10021","Hunters in the Snow (December/ January) ","pieterbruegel","1659",,"Collection of Archduke Leopold Wilhelm","provenance",
"9494","10022","The Gloomy Day (February/ March)","pieterbruegel","1566","Antwerp","Collection of Nicolaas Jongelinck","provenance",
"9495","10022","The Gloomy Day (February/ March)","pieterbruegel","1566","Antwerp","Collection of the city of Antwerp","provenance",
"9496","10022","The Gloomy Day (February/ March)","pieterbruegel","1594",,"Gifted by the city of Antwerp to Archduke Ernst","provenance",
"9497","10022","The Gloomy Day (February/ March)","pieterbruegel","after 1594",,"Collection of Rudolf II","provenance",
"9498","10022","The Gloomy Day (February/ March)","pieterbruegel","1659",,"Collection of Archduke Leopold Wilhelm","provenance",
"9526","10023","The Conversion of Saul","pieterbruegel","1594","Brussels","Acquired by Archduke Ernst","provenance",
"9527","10023","The Conversion of Saul","pieterbruegel","1876","Vienna","Moved from Prague to Vienna","provenance",
"9499","10024","The Wedding Banquet ","pieterbruegel","1594","Brussels","Acquired by Archduke Ernst","provenance",
"9500","10024","The Wedding Banquet ","pieterbruegel",,,"Collection of Emperor Rudolph II","provenance",
"9501","10024","The Wedding Banquet ","pieterbruegel","1659",,"Collection of Archduke Leopold Wilhelm","provenance",
"9502","10025","The Village Kermis","pieterbruegel","1610 to 1619","Vienna","New Castle","provenance",
"9503","10025","The Village Kermis","pieterbruegel","before 1748","Vienna","Collection of Vienna treasury","provenance",
"9504","10025","The Village Kermis","pieterbruegel","1748","Vienna","Moved into the gallery","provenance",
"9505","10026","The Peasant and the Birdnester","pieterbruegel",,,"Collection of Leopold Wilhelm","provenance",
"9506","10027","Storm at Sea","pieterbruegel","before 1884","Vienna","Belvedere Depot","provenance",
"9507","10027","Storm at Sea","pieterbruegel","1884","Vienna","In gallery of Kunsthistorisches Museum","provenance",
"9508","10029","The Adoration of the Magi in the Snow","pieterbruegel","Jul 17 1696",,"Collection of Everard Jabach, inv# 243","provenance",
"9509","10029","The Adoration of the Magi in the Snow","pieterbruegel","1930","Berlin","Acquired by Oskar Reinhart from the Paul Cassier gallery","provenance",
"9386","10031","The Death of the Virgin (Banbury)","pieterbruegel","1590",,"Collected by Abraham Ortelius","provenance",
"9387","10031","The Death of the Virgin (Banbury)","pieterbruegel","ca. 1641",,"Collection of Isabella Brant, first wife of Sir Peter Paul Rubens","provenance",
"9388","10031","The Death of the Virgin (Banbury)","pieterbruegel","1691","Antwerp","Collection of Jean-Baptiste Anthoine","provenance",
"9389","10031","The Death of the Virgin (Banbury)","pieterbruegel","ca. 1930",,"Collection of Robert Langton Douglas","provenance",
"9390","10031","The Death of the Virgin (Banbury)","pieterbruegel","1930",,"Collection of Lord Lee of Fareham, for whom it was acquired by Lord Bearsted the same year","provenance",
"9391","10031","The Death of the Virgin (Banbury)","pieterbruegel","1948","Banbury","Donated to Upton House to the National Trust by Walter Samuel","provenance",
"9411","10032","The Drunk Cast into the Pigsty","pieterbruegel","1769 to 1827","Herkenbosch","Collected by Chevalier Jean-Charles van der Renne de Daelenbroeck","provenance",
"9412","10032","The Drunk Cast into the Pigsty","pieterbruegel","1878 to 1949","Herkenbosch","Left to Cecile van der Renne de Daelenbroeck","provenance",
"9413","10032","The Drunk Cast into the Pigsty","pieterbruegel",,,"Left to St Andre lez Bruges","provenance",
"9414","10032","The Drunk Cast into the Pigsty","pieterbruegel","Jul 10 2002",,"Auction at Christie's, no. 37","provenance",
"9438","10033","The Harvesters (August/ September)","pieterbruegel","ca. 1566","Antwerp","Comissioned by Niclaes Jongelinck","provenance",
"9439","10033","The Harvesters (August/ September)","pieterbruegel","1566 to 1594","Antwerp","Collection of Hane van Wijke","provenance",
"9440","10033","The Harvesters (August/ September)","pieterbruegel","1594","Antwerp","Sold for fl 1,400 to Antwerp City Council as a gift for Archduke Ernst","provenance",
"9441","10033","The Harvesters (August/ September)","pieterbruegel","1594 to 1595","Brussels","Collection of Archduke Ernst","provenance",
"9442","10033","The Harvesters (August/ September)","pieterbruegel","1595 to 1612","Prague","Collection of Emperor Rudolph II","provenance",
"9443","10033","The Harvesters (August/ September)","pieterbruegel","1612 to 1662","Brussels, Vienna","Collection of Archduke Leopold Wilhelm","provenance",
"9444","10033","The Harvesters (August/ September)","pieterbruegel","1662 to 1705","Vienna","Collection of Emperor Leopold I","provenance",
"9445","10033","The Harvesters (August/ September)","pieterbruegel","1705 to 1809","Vienna","Imperial Collection","provenance",
"9446","10033","The Harvesters (August/ September)","pieterbruegel","1809 to 1816","Vienna, Paris","Collection of Comte Antoine-François Andréossy","provenance",
"9447","10033","The Harvesters (August/ September)","pieterbruegel","Mar 11 1816","Paris","Pérignon, sale, lot# 1","provenance",
"9448","10033","The Harvesters (August/ September)","pieterbruegel","1816 to 1911","Paris","Collection of Jacques Doucet","provenance",
"9449","10033","The Harvesters (August/ September)","pieterbruegel","1911 to 1912","Brussels","Purchased by Paul Jean Cels","provenance",
"9450","10033","The Harvesters (August/ September)","pieterbruegel","1919","New York, NY","Purchased by The Metropolitan Museum of Art","provenance",
"9528","10034","The Temptation of Saint Anthony","pieterbruegel","before 1935","Brussels","Private Collection","provenance",
"9529","10034","The Temptation of Saint Anthony","pieterbruegel","1935","London","Collection of Robery Frank","provenance",
"9530","10034","The Temptation of Saint Anthony","pieterbruegel","1937 to 1945","New York, NY","M. Knoedler & Co., on consignment from Robert Frank","provenance",
"9531","10034","The Temptation of Saint Anthony","pieterbruegel","1945 to 1950",,"Owned with Pinakos, Rudolf Heinemann","provenance",
"9532","10034","The Temptation of Saint Anthony","pieterbruegel","1950","New York, NY","Purchased by the Samuel H. Kress Foundation","provenance",
"9533","10034","The Temptation of Saint Anthony","pieterbruegel","1952","Washington, DC","Gift by exchange to NGA","provenance",
"9534","10035","River Landscape","pieterbruegel",,"Paris","Formerly royal collection. Stamp of the Louvre L. 1899 and 2207.","provenance",
"9535","10036","Southern Cloister in a Valley","pieterbruegel",,"Berlin","A. von Beckerath. L.2504","provenance",
"9536","10036","Southern Cloister in a Valley","pieterbruegel","1902","Berlin","Gifted to Staatliche Museen zu Berlin, Kupferstichkabinett","provenance",
"9537","10037","Wooden Landscape with Mills","pieterbruegel",,"Milan","Biblioteca Ambriosiana","provenance",
"9538","10038","Path through a Village","pieterbruegel","Apr 9 1940 to Apr 10 1940","Amsterdam","Acquired by Albertus Welcker at Auction Mensing of Nicolaas Beets, Lot #21","provenance",
"9539","10038","Path through a Village","pieterbruegel","1957","Leiden","Acquired with Welcker Collection by Prentenkabinet der Rijksuniversiteit","provenance",
"9540","10039","Mule Caravan on a Hillside","pieterbruegel","ca. 19th century to ca. 20th century","Haarlem","Franz Koenigs (1881-1941), L.1023a","provenance",
"9541","10039","Mule Caravan on a Hillside","pieterbruegel","1941","Rotterdam","Gifted to Museum Boijmans Van Beuningen by Daniel George can Beuningen","provenance",
"9542","10042","Mountain Landscape with Ridge and Valley","pieterbruegel",,"Braunschweig","Herzog Anton Ulrich - Museum, Kupferstichkabinett","provenance",
"9543","10043","Pastoral Landscape","pieterbruegel",,"Dresden","Johan Christian Clausen Dahl","provenance",
"9544","10043","Pastoral Landscape","pieterbruegel","1903","Oslo","Acquired by Nasjonalgalleriet from heirds of Johan Christian Clausen Dahl","provenance",
"9545","10044","Wooded Landscape with a Distant View toward the Sea","pieterbruegel","Nov 25 1991","The Hague","Auction, Glerum, no. 53, as Jan Brueghel the Elder","provenance",
"9546","10044","Wooded Landscape with a Distant View toward the Sea","pieterbruegel","1991","Amsterdam","Antiquariaat W.J. van Leeuwen","provenance",
"9547","10044","Wooded Landscape with a Distant View toward the Sea","pieterbruegel","1992","United States","George Abrams","provenance",
"9548","10044","Wooded Landscape with a Distant View toward the Sea","pieterbruegel","1999","Cambridge, MA","Acquired by Fogg Art Museum, Harvard University with The Maide and George Abrams Collection","provenance",
"9549","10045","Cow Pasture before a Farmhouse","pieterbruegel",,"London","Dealer Richard Day","provenance",
"9550","10045","Cow Pasture before a Farmhouse","pieterbruegel","1973","Washington, DC","Acquired by National Gallery of Art with Ailsa Mellon Bruce Fund","provenance",
"9551","10046","Landscape with a Group of Trees","pieterbruegel",,,"Private Collection","provenance",
"9552","10047","Mountain Landscape with River and Travelers","pieterbruegel","17th century",,"Numbering on verso indicates that the drawing was in the same collection as Mielke No. 11","provenance",
"9553","10047","Mountain Landscape with River and Travelers","pieterbruegel","1824","London","The British Museum, Richard Payne Knight Bequest","provenance",
"9554","10048","Mountain Landscape with River and Travelers (Copy) (Paris)","pieterbruegel",,"Paris","Pierre Crozat (Lugt 2151-52)","provenance",
"9555","10048","Mountain Landscape with River and Travelers (Copy) (Paris)","pieterbruegel",,"Paris","P.J. Mariette (Lugt 1852)","provenance",
"9556","10048","Mountain Landscape with River and Travelers (Copy) (Paris)","pieterbruegel",,"Paris","Lourve Museum","provenance",
"9557","10049","Landscape with Fortified City","pieterbruegel","17th century","London","Numbering on the verso indicates that the drawing was in the same collection as Mielke No. 10","provenance",
"9558","10050","Rest on the Flight into Egypt (Berlin)","pieterbruegel",,"Berlin","Adolf von Beckerath (1834-1915), L.2504","provenance",
"9559","10050","Rest on the Flight into Egypt (Berlin)","pieterbruegel","1902","Berlin","Gifted to Staatliche Museen zu Berlin, Kupferstichkabinett","provenance",
"9560","10051","River Landscape with Draftsman and Quarry (Copy)","pieterbruegel",,"Paris","J.F. Gigoux. L.1164.","provenance",
"9561","10051","River Landscape with Draftsman and Quarry (Copy)","pieterbruegel","1896","Besançon","Acquired by Musée des Beaux-Arts et d'archéologie de Besançon as a donation.","provenance",
"9562","10052","Ripa Grande in Rome","pieterbruegel","1723","Derbyshire","Second Duke of Devonshire","provenance",
"9563","10053","Straits of Messina (Copy?)","pieterbruegel",,,"No provenance.","provenance",
"9564","10054","Alpine Landscape","pieterbruegel","Apr 10 1741 to May 13 1741","Paris","Acquired by Crozat at his auction, Lot# 904 or 908","provenance",
"9565","10054","Alpine Landscape","pieterbruegel","1741 to Nov 15 1775","Paris","Acquired by P.J. Mariette at auction of F. Basan, Lot# 840","provenance",
"9566","10054","Alpine Landscape","pieterbruegel","Nov 15 1775","Paris","Departement des Arts Graphiques de Musee du Lourvre, stamps L.1899 and L.2207","provenance",
"9567","10055","Landscape with Saint Jerome","pieterbruegel",,"Vienna","Prince Johann of Liechtenstein","provenance",
"9568","10055","Landscape with Saint Jerome","pieterbruegel",,"Zürich","Dr. Felix Somary","provenance",
"9569","10055","Landscape with Saint Jerome","pieterbruegel",,"New York, NY","William S. Schwab","provenance",
"9570","10055","Landscape with Saint Jerome","pieterbruegel","1972","Washington, DC","Acquired by National Gallery of Art with Ailsa Mellon Bruce Fund","provenance",
"9571","10056","Woodland Scene with Bears","pieterbruegel",,"London","Edward Daniell","provenance",
"9572","10056","Woodland Scene with Bears","pieterbruegel","1872","London","Purchased by British Museum","provenance",
"9573","10057","Stream with an Angler","pieterbruegel",,"Brussels","Auguste Coster","provenance",
"9574","10057","Stream with an Angler","pieterbruegel","May 17 1907 to May 18 1907","Brussels","Auction at Galerie Fievez, Lot# 656","provenance",
"9575","10057","Stream with an Angler","pieterbruegel",,"Brussels","Bibliotheque Royale de Belgique, Cabinet de Estampes","provenance",
"9576","10059","Group of Trees with Goats (Copy)","pieterbruegel",,,"Van Haeken, L.2516","provenance",
"9577","10059","Group of Trees with Goats (Copy)","pieterbruegel",,"Chicago, IL","J.J. Lindman (1854-1926) L.1479 a","provenance",
"9578","10059","Group of Trees with Goats (Copy)","pieterbruegel",,"Chicago, IL","W.F.E. Gurley (1854-1943)","provenance",
"9579","10060","Italian Landscape, recto, Landscape with Castle, verso","pieterbruegel",,"Liège","Heni Hamal (1744-1820), L. 1231","provenance",
