"pid","object_pid","author","comment","post_date"
552,3619,"Paige Walker","<p>According to Louisa Wood Ruby, this later painting includes Castel dell’Ovo, which seems to have been one of Jan Brueghel (I)'s preferred motifs, showing up in two of his drawings. His <a href=""/janbrueghel/view-of-the-castel-dellovo"">View of the Castel dell'Ovo</a> with its companion in the same collection <a href=""/janbrueghel/view-of-naples-harbor"">Harbor of Naples</a> has historically been considered evidence of Jan Brueghel (I)'s activity in Naples.  His earliest paintings, <a href=""/janbrueghel/christ-in-the-storm-christ-and-apostles-on-the-lake-of-tiberius-milan"">Christ in the Storm (Christ and Apostles on the Lake of Tiberius) (Milan)</a> and the same subject in the collection Thyssen-Bornemisza, Madrid of 1596, <a href=""/janbrueghel/christ-and-the-apostles-in-the-tempest-on-the-sea-of-galilee-madrid"">Christ and the Apostles in the Tempest on the Sea of Galilee (Madrid)</a> as well as two magnificent later paintings in Munich, this one of ca. 1603 and the <a href=""/janbrueghel/large-fish-market-with-self-portrait"">Large Fish Market with Self Portrait</a> of 1603.""</p>","October 4, 2013"
553,3621,"E.A. Honig","<p>On the 1595 entry in Archduke Ernst's inventory see Lhotsky 1941-45, II/1, p.217: ""Kreuzigung"" by Brueghel and ""Der Gekreuzigte"" as ""Art [manner] des Bruegel."" The first of these must actually refer to the piture by Pieter the Elder in the Vienna collection. Since the present work definitely is in Vienna by 1619 the second of these items could plausibly be a reference to it, yet it would be remarkable if a work that Brueghel painted in Italy (it would have to be a 1595 work) reached the Archduke so fast. My inclination is to date this work closer to 1597 and to think it was acquired for Vienna because of its intriguing similarity to works by Pieter Bruegel in that collection. If this painting was done in Italy, Jan must have had more drawings by his father with him there than we think. The soldiers fighting for the cloak are evidently based on a lost PBI painting that PBII eventually produced versions of (one is in the Church of St. Severin in Paris). Jan would repeat these figures some years later in his Munich Crucifixion, Ertz 1979 #54. It is more likely that all of this occurred in Antwerp.</p><p>Another version of this subject was owned by Cardinal Francesco Maria del Monte; inventory of 1627. It is one of the few works from the collections of Jan's Italian patrons that cannot be identified today.</p>","November 5, 2014"
554,3623,"E.A. Honig","<p>There is the mark of Pieter Stas and the hands of Antwerp on the back of the copper panel.</p>","July 18, 2015"
555,3624,"E.A. Honig","<p>From collection of Benedetto Giustiniani: ASR, Archivio Giustiniani, busta 15.  Entrata della Guardarobba ff.102-106:  ""Doi quadri rami di mano di Brugo con cornici di ebbano, uno del Giuditio, uno del Diluvio compagni e simili alli doi scriti di sopra della diratione di maggi, e dil incendio di Troia...   Doi quadretti in rame con cornice di ebbano dimano di brugo uno del paradiso e láltri di S. Antonio con molte figure della grandezza delli quatro scriti sopra.""    Cited from Cappelletti 1996.</p><p>This is the only surviving autograph painting that could match this subject at this time. The two copies listed by Ertz 2008-10 as nrs. 201 and 202 are inferior versions which would not have been made for a major patron.</p>","June 12, 2012"
556,3626,"Stefan Bartilla","<p>The Golden Age after Abraham Bloemaert</p><p>The painting depicts the Golden Age under the rule of Saturn at the beginning of mankind, according Ovid, Met. I, 89-112. In my opinion, it belongs not to the genre of allegory, but to mythology.</p><p>The picture is a copy after a print by Nicolaes de Bruyn (Hollstein IV, no. 129-1(3)), dated 1604, after a design of Abraham Bloemaert. The signed and 1603 dated drawing is in Frankfurt (Städel Museum, Graphische Sammlung, inv. no. 2878). The painting has the same direction as the print, the drawing is reverse to it. The print provides a terminus post quem for the picture of 1604.<br />Reference to the print, by example in Amsterdam, Rijksprentenkabinet, inv. no. RP-P-OB-16.119: URL:<a href=""http://hdl.handle.net/10934/RM0001.COLLECT.338594"">http://hdl.handle.net/10934/RM0001.COLLECT.338594</a> </p><p>The composition is perhaps the most influential by Abraham Bloemaert, with several engraved and many painted copies, see: Jaap Bolten, Notes on Abraham Bloemaert’s Drawings of the Golden Age, in: De arte et libris, Festschrift Erasmus 1934-84, ed. by Abraham Horodisch, Amsterdam 1984, pp. 23-41.</p><p>It seems me quite implausible, that Rubens painted the figure in this copy. In my opinion nothing hints to his personal style, visible in his copies after other masters. With all reservation, because I do not know the original, the figures could perhaps painted by Hendrick van Balen, regarding the incarnate.</p>","May 3, 2014"
557,3627,"E.A. Honig","<p><a href=""/janbrueghel/the-harvest-allegory-of-summer"">The Harvest: Allegory of Summer</a> is part of a four-part series of the allegories of the seasons which Jan Brueghel painted circa 1594 (Ertz 2008-10).</p><p>Please see:</p><ul><li><a href=""/janbrueghel/river-landscape-with-noble-party-in-boat-allegory-of-spring"">River Landscape with Noble Party in Boat: Allegory of Spring</a></li><li><a href=""/janbrueghel/country-road-allegory-of-autumn"">Country Road: Allegory of Autumn</a></li><li><a href=""/janbrueghel/roman-carnival-allegory-of-winter"">Roman Carnival: Allegory of Winter</a></li></ul><p>Ertz 2008-10 links Brueghel's <a href=""/janbrueghel/the-harvest-allegory-of-summer"">The Harvest: Allegory of Summer</a> to Pieter Brueghel the Elder's ""Wheat Harvest"" in New York.</p><p>There are no copies or variants of this work, typical of his oddly-shaped works.</p>","July 18, 2015"
558,3631,"Christine Quach","<p>Copy sold Sotheby's London, February 13, 1985, #114 (panel, 55.2 x 71.8 cm)</p>","June 9, 2014"
559,3631,"E.A. Honig","<p>There is a weak variant in poor condition on panel with dimensions 14 x 19 cm in Madrid, Prado, inv. #1445.<br />Poor copy listed at RKD as with dealer Katz, Dieren.<br />There is also a copy sold at Schonfeld in Berlin in 1914.<br />Numerous further copies listed in Ertz 1979, and with poor photos at RKD; none seem to be genuine. This was one of those compositions that worked well and was easy to reproduce, apparently.</p>","April 20, 2014"
560,3632,"E.A. Honig","<p>Prophecy of Isaiah (2:4). Inscription reads as follows: IUDICABIT GENTES, ET ARGUET POPULOS MULTOS, ET CONFLABUNT GLADIOS SUOS IN UOMERES, ET LANCEAS SUAS IN FALCES.  ISAIAE II  (And he shall judge among the nations, and shall rebuke many people:  and they shall beat their swords into plowshares, and their spears into pruninghooks.""  Also inscribed between the legs of the putto: PAX. On ground near flower basket at right: FOELICITAS. On the cross, PIETAS. On the cornucopia, ABUNDANTIA.<br />The figure of Isaiah is in center; Peace is burning a helmet over a fire and holding an olive branch.  At forge figures are plunging swords into plowshares.  The Female figures at right are fruits of peace:  Felicity, Piety and Abundance. </p><p>Painting was probably either commissioned by or given to Maximilian I of Bavaria, leader of Catholic League, as reference to conclusion of twelve-years truce in 1609. He also owned Jan's <em>Jonah and the Whale</em> now in Munich.<br />Neumeister in Munich 2013 (p.273, note 10) believes that the figures around the smithy are also by Van Balen, which seems odd given that this was a subject that Jan had already painted on his own before this (a smithy, not Isaiah); she says that one can tell this from the manner of painting the flesh but I cannot see this at all.<br />The infrared published there shows that the figures were originally conceived as being quite a lot larger. Probably the theme of the picture was originally a ""Venus at the Forge of Vulcan"" and it was changed around to accommodate the Isaiah theme for this 1609 commission;  hence the work could have been begun slightly earlier.</p>","April 18, 2013"
561,3633,"E.A. Honig","<p>Process note:  apparently there was first a drawing by Vrancx over ground later; Jan left that area in reserve, did his part, then Vrancx did the larger staffage figures. Compare to painting in London Royal Collection #CRIN 405516 where Vrancx does his own landscape.</p>","March 11, 2014"
562,3635,"E.A. Honig","<p>Described in 1746 inventory as follows: ""Un pais original en tabla, de mano de Brueghel el Viejo, una emboscada de soldados echándose sobre un convoy, de media vara y cuatro dedos de alto y una de ancho.""</p>","June 13, 2013"
563,3640,"E.A. Honig","<p>Dating of this piece is disputed, could be earlier then 1606.</p>","July 18, 2015"
564,3649,"E.A. Honig","<p>This painting is mentioned in Borromeo's 1607 codicil and therefore must be dated before then.</p>","June 18, 2012"
565,3651,"E.A. Honig","<p>In his review of Díaz Padrón's 1975 collection catalogue, Hans Vlieghe said that he did not see Rubens's hand here and that the now-destroyed version once in Berlin was much better (Art Bulletin, December 1979). Others had also formerly suggested that Jan had painted the whole thing. More recently it has been consistently accepted as a genuine Rubens/Brueghel collaboration.<br />In the 1686 Alcázar inventory it is described thus: ""...san Huberto de mano de Rubens, el país ciervo y caballos de mano de Bruxel.""</p>","June 30, 2013"
566,3653,"E.A. Honig","<p>The Honig Database has tentatively attributed this painting to the Studio of Jan Brueghel the Elder.</p>","July 18, 2015"
567,3655,"E.A. Honig","<p>Attribution of figures to Jan doubtful.</p>","May 29, 2015"
568,3656,"Paige Walker","<p>According to the ""Curator's Comments"" on the British Museum website: This composition resembles a painting attributed to a follower of Brueghel at Rijksdienst voor het Cultureel Erfgoed in The Hague; see K. Ertz, ""Jan Brueghel der Ältere: Die Gemälde"", Cologne, 1979, pp.167-169, fig.187 (the original by Brueghel is apparently lost); the same windmill appears in many paintings by Brueghel; for example the, inv.no.138, see K. Ertz, ""Jan Brueghel der Ältere: Die Gemälde"", Cologne, 1979, cat.no.151. An etching by Hollar (New Hollstein 1109), published by Joannes Meyssens in Antwerp in 1651, reproduces the composition in reverse; see 1856,0607.30.</p>","October 9, 2013"
569,3657,"Christine Liu","<p>The Tivoli waterfalls appears in many of Jan’s later paintings.</p>","November 2, 2013"
570,3659,"E.A. Honig","<p>Jan's part of this painting is quite elaborate and extensive.  There seem to be several negro figures, one a page with a hawk and hound.  I suppose that these are drawn from representations of <em>Adoration of the Magi</em> and are here to represent the universality of Babel's original building team.</p>","June 12, 2012"
571,3661,"E.A. Honig","<p>A very Momper-ish landscape (as noted also by Diaz Padron) and yet the figures are more deeply, fully embedded in the place than they are when added into a Momper as staffage. They are done in a softer, more painterly manner than those in his collaborations.  It's as if here Jan is feeling out what a landscape would be like if they didn't collaborate, but he did it all on his own. Background has less fussy details than in a Momper, more a vague sense that ""here there is detail"" but there isn't. Which is actually what Momper does but Jan here does it more. A great contrast to the collaborative works here in Madrid.</p>","June 29, 2013"
572,3661,"Christine Quach","<p>1746 inventory: ""otro pais en lamina de Brueghel, unas figuras como de gitanos, una de ellas en accion de hablar con un arriero y otra a un lado sentada con un nino sobre la rodilla y distintas acemilas cargadas, de tercia y dedos de alto y vara de ancho.""<br />Signed copy E. Slatter, London 1952 (copper, 36.2 x 43.8 cm)</p>","July 10, 2014"
573,3662,"E.A. Honig","<p>According to Sutton in the collection catalogue, the last figure in the date could be a 3 or a 7 -- so the date should be 1613 or 1617.<br />As noted by Ertz, there is a related drawing in Leipzig, Museum der bildenden Kunste, inv. #NI.465a. It exactly copies the present composition and was, Ertz feels, not a preparatory study but a copy after the painting. Ertz vol. 1, p. 170. I agree with that assessment.</p>","July 23, 2013"
574,3663,"E.A. Honig","<p>Wooden copy formerly art market Monaco (Sotheby's 17/18.vi.88 #850), copper, 23.5 x 32.</p>","May 3, 2014"
575,3664,"E.A. Honig","<p>This could conceivably be by Jan -- the very small ones are hard to judge -- but it's a kind of weak work.</p>","July 18, 2015"
576,3665,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
577,3666,"E.A. Honig","<p>There is the mark of Pieter Stas on the back of the copper panel.</p>","July 18, 2015"
578,3669,"E.A. Honig","<p>RKD photo suggests that this painting was quite damaged at one point, like figure at lower left was almost gone; Ertz's reproduction clearly shows it in a different state. </p><p>Mark of Peeter Stas on reverse.</p>","March 11, 2014"
579,3670,"E.A. Honig","<p>Another of the standard ""pattern pieces"" that was clearly replicated often or served as the basis for making variants. Many, many copies and variants in photographs at RKD.  Ertz lists autograph variants dating to as late as 1619 (Munich ptg, his 1979 #347).  He also lists a copy by Jan the Younger (or a variant) in the Hermitage, and copies by ""unknown followers"" (probably the studio) in Helsinki, Enschede, Koblenz, Berlin, and London art market. These need to be sorted out.</p>","June 23, 2012"
580,3673,"E.A. Honig","<p>Although still life (presumably Jan's part) is not extensive here, it also seems possible that he could have done a bunch of the background figures as continuations of what Van Balen had been doing in the foreground.</p>","May 28, 2012"
581,3674,"E.A. Honig","<p>Note on the back of RKD photo says that this painting is after a drawing by Hendrick Vroom. It does seem very odd that the ships here are flying the flag of the Dutch provinces (which had been toward the beginning of the revolt). The format is related to a Frans Huys engraving after Pieter the Elder from 1595, although the ship is different.</p><p>I think that this might be the ""Marina con alcune navi di mano di Bruculo"" that was in the collection of Cardinal del Monte, one of Brueghel's key Roman patrons. Although its date is after Jan's return to Antwerp, I believe that he continued supplying his Italian patrons with works from there -- we know this is true for Borommeo, of course. This work's provenance goes back to the Barberini family and they acquired many items from Del Monte's collection in the 17th century.</p>","August 7, 2012"
582,3677,"E.A. Honig","<p>A sweet painting but I don't see why Jan himself (or even his workshop) needed to be involved in painting 2 small flowers. It's not impossible but I'm not convinced.</p>","January 2, 2016"
583,3678,"E.A. Honig","<p>No known copies of this which itself is unusual. Together with Milan allegory of Fire, this is Jan's earliest work on this theme -- but it is (still) a history painting, which is characteristic of Jan -- the change, around this period, from narrative paintings to allegorical ones. </p><p>According to Werche this is an allegory not a narrative, and there is a note at Rubenianum stating that in 1930 in the depot in Potsdam there was an ""Allegory of Earth"" which could have been the pendant of the present painting. </p><p>Note similarities between setting of this work and the Prophecy of Isaiah, Ertz 2008-10 #219.</p>","March 8, 2014"
584,3679,"E.A. Honig","<p>The color scheme here does not seem like Jan and I wonder if this could be by another landscape painter altogether.</p>","January 2, 2016"
585,3680,"E.A. Honig","<p>Reproduction is not good enough to judge but it does not stand out as being a characteristic Jan Brueghel landscape.</p>","January 2, 2016"
586,3683,"E.A. Honig","<p>I have examined this painting and believe the last digit of the date to be an 8, although Ertz sees the date as 1600. The later dating helps explain how it was that Hendrick van Balen, not a very active of stellar painter before 1600, suddenly was doing an unusually large and expert work probably on commission -- ie., he didn't.</p>","April 27, 2013"
587,3684,"E.A. Honig","<p>According to Werche a characteristic early work from around 1600; Ertz dates it slightly later.</p>","July 9, 2013"
588,3686,"E.A. Honig","<p>There is the mark of Peeter Stas on the back of the copper panel, as well as a date of 1606.</p>","July 18, 2015"
589,3687,"E.A. Honig","<p>I feel that this picture has many odd problems, like this suit of armor that's just too small in foreground (Jan would never do that). There are other scale problems here. It's a complicated and interesting painting and I wonder if it could be Jan the Younger working with Van Balen, or Jan's studio if the date of 1623 is genuine.<br />Very wooden copy on panel, 74.5 x 127, sold Paris (Hotel George V, 9 April 1990 #32) as Jan the Younger, illustrated in Ertz 2008-10 p. 1073 with a different auction house.</p>","July 13, 2013"
590,3689,"E.A. Honig","<p>A direct copy on panel in Schwerin, Staatl. Museum, inv. #G21 (19.5 x 25.5).  Variants in following collections:  Dresden; Brescia; Stockholm; private collection germany (panel, 25 x 37); Dutch private collection (copper, 16.3 x 23.8); Leipzig; private collection Rotterdam    Photos of lots of variants of varying degrees of poorness at RKD.    Some look really lousy and clearly a lot later.  Query how some compositions come to enjoy this incredibly replicable status?  Ertz now attributes some of copies, like Leipzig one, to Jan the Younger.  He also points out, rightly, that a bunch of the variants are copies of one another or rather of one single variant which he labels as a ""lost JBI""  but which could just as easily have been a Jan the Younger surely. Related compositional drawings in Kunsthalle, Bremen and at Vassar College.</p>","June 13, 2012"
591,3690,"Paige Walker","<p>British Museum website: ""Possibly a copy after a drawing attributed to Matthijs or Paul Bril in the Albertina, Vienna; another version is at Chatsworth. Could be related to one of the prints by Aegidius Sadeler from the series 'Vestigi della Antichita di Roma' dated 1606 (Hollstein 151-201; wanting in BM).""</p>","August 3, 2013"
592,3702,"Christine Liu","<p>Although Winner had accepted this & related drawings in Rotterdam as being by Jan, Ruby believes that they are copies made in Rome after his (now lost) originals. Other copies inscribed with the same handwriting are now in the Ecole des Beaux Arts, Paris. Jan had probably brought with him to Rome a sketchbook of motifs that he had drawn while in Naples. He would use those motifs frequently in his paintings. The subject of this drawing, the Castel d’Ovo, appears in early works in Milan and Madrid, as well as in later paintings in Munich</p>","November 2, 2013"
593,3703,"Paige Walker","<p>According to Louisa Ruby, Jan Brueghel ""used a similar bridge and the motif of St. Peter’s from his drawing <a href=""/janbrueghel/view-of-the-city-of-rome-with-the-tiber-castel-sant-angelo-and-st-peters"">View of the City of Rome with the Tiber, Castel Sant'Angelo and St. Peters</a> in numerous paintings, including Munich’s <a href=""/janbrueghel/large-fish-market-with-self-portrait"">Large Fish Market with Self Portrait</a> and the <a href=""/janbrueghel/aeneas-carrying-anchises-from-the-burning-troy-munich"">Aeneas Carrying Anchises from the Burning Troy (Munich)</a>""</p>","September 30, 2013"
594,3704,"E.A. Honig","<p>Not in Ertz; Hermitage website as a questioned attribution.</p>","September 5, 2012"
595,3707,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
596,3708,"E.A. Honig","<p>Variant of Ertz 1979 #96, View Down a River Through a Village. See discussion there for the group of copies and variants.</p>","July 18, 2015"
597,3709,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p><p>The signature appears on a boat in the foreground.</p><p>In addition, there is the mark of Pieter Stas on the back of the copper panel.</p>","July 18, 2015"
598,3710,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
599,3712,"E.A. Honig","<p>There is a variant on copper with dimensions 33 x 39 cm in the collection of the Duke of Buccleuch in Bowhill, Scotland.<br />exact copy in Turin, panel, 27 x 38</p>","July 18, 2015"
600,3714,"E.A. Honig","<p>Decent close copy North Mymms Park, collection of Sir George Burns (panel, 27 x 37).  Drawing, related to copy rather than to this original, in Moscow, Pushkin Museum, inv. 7035.</p>","July 18, 2015"
601,3715,"E.A. Honig","<p>The image to come is copyrighted by the Courtauld Institute, London, negative #B 64/260.</p>","July 18, 2015"
602,3719,"E.A. Honig","<p>This represents the setting for the Madrid <em>Peasant Wedding Banquet,</em> Ertz 573.</p>","August 3, 2014"
603,3723,"E.A. Honig","<p>Previously this drawing was accepted as an original early work by Jan Brueghel, but Schapelhouman's 1987 catalogue argued against this. He suggested that this was a follower imitating Jan, or else a copy after a lost early drawing. The date of ca. 1600 was suggested by Winner, who accepted it as an original.</p>","July 7, 2013"
604,3724,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue.</p>","July 18, 2015"
605,3725,"E.A. Honig","<p>Definitely not Jan or even very close to him.</p>","July 6, 2013"
606,3726,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder. The figures are far below Jan's usual standard. However, the picture is very small and this could explain the lack of lively details.</p>","April 18, 2013"
607,3730,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
608,3731,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder. Space, color, and some of the figures are really wrong. It could be a later production by his studio.</p>","July 18, 2015"
609,3732,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database. Elizabeth doubts attribution to Jan Bureghel.</p>","July 18, 2015"
610,3733,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p><p>The figures seem dull and awkward, as do many details of the landscape and buildings. It's a very small work but still, certainly not by Jan.</p>","January 17, 2014"
611,3734,"E.A. Honig","<p>Although Ertz still dates this and its pendant (Prado #1442) to 1621-23, they surely correspond to the pictures that hung in Brussels in 1613, and had been dated to that period on stylistic grounds by Georges Marlier long ago. These two pictures are quite different in their treatment of space, color, and landscape from the two works that are indeed from the 1620s, Prado #s 1438 & 1439; the later two paintings are also much larger.</p>","August 8, 2012"
612,3736,"E.A. Honig","<p>Date is not very legible. When I saw this work it was in poor condition.<br />Photos of several copies of very poor quality at RKD:  one sold Amsterdam (FM 25.ii.41 #9: panel, 22.5 x 30), another shown Enschede, Rijksmuseum Twenthe, 1929.</p>","July 7, 2012"
613,3739,"E.A. Honig","<p>Query could this be part of the town of Spa? It is in a valley of the Ardennes, and there are at least 2 other Brueghel drawings of Spa inscribed in 1612 so it seems he took a trip there in that year to gather motifs for his work somehow.</p>","August 4, 2014"
614,3740,"E.A. Honig","<p>The Honig Database has rejected the attribution of this painting to Jan Brueghel the Elder.</p>","July 18, 2015"
615,3741,"E.A. Honig","<p>The landscape, but not the figures, are repeated in a work in the Harold Samuel collection that Sutton catalogued as by a follower of Jan Brueghel: The Road to Market (copper, 24.1 x 31.4); illustrated in Sutton 1992 as cat. #11.</p><p>More closely related to Ertz #33, painting now in Wellington Museum. According to Wellington Museum catalogue 1982, there is another version of the drawing, formerly Rudolf collection; Alfred Brod Gallery, <em>Old Master Drawings</em> Jan. 1964, #59 with illustration.</p>","March 11, 2014"
616,3743,"E.A. Honig","<p>A high quality painting with a garland based closely on this one was sold in London (Sotheby's 6.xii.2006 #6), canvas, 163 x 137.  The London painting has little narrative medallions planted in the garland with scenes from the life of the Virgin.  It was sold as Jan Brueghel the Younger  collaborating with Van Balen; it's not published anywhere else and could certainly be a studio production.</p><p>This is probably the painting described by Brueghel in a letter to Bianchi of September 5, 1621: ""the most beautiful and rare thing I have ever done in my life. Rubens too has well demonstrated his talent in the painting in the middle, which is a most beautiful Madonna. the birds and the animals are made from life from some [owned by] the Infanta. I think that the charm [vagagessa] and [diligenza] used in this work will please your Eminence."" Eventually Jan received 300 scudi for this and Rubens received a gold coin. Freedberg feels that this correspondence refers instead to the painting now in the Prado, although it does not have a provenance to the Borromeo collection and the present work definitely does. Jones agrees with Freedberg on this question. </p><p>Freedberg points out that a version of this appears in the 1617 Sense of Sight as a larger painting. This does not mean (as he speculates) that a larger version ever really existed, but it does mean that the composition must have originated by 1617 even though Jan was flogging this to Borromeo four years later. So perhaps Ertz's earlier dating is correct.</p>","July 8, 2013"
617,3743,"Claudia Insenga","<p>Letter to Borromeo, 12 October 1618. “come io ho fatto una ghirlands di fiori di mia mano” (Crivelli, pg. 248).</p><p>Letter to Borromeo, 29 October 1621. “il quader ellemento del ario I fatto con ordini, ma il girlando de fiori, gustose per la divina Madonne del sing. Peitro Pauol Ruberns, con le vagesse d animaletti et oitcelli et molta gallanteria” (Crivelli, pg. 274).</p>","May 5, 2016"
618,3744,"E.A. Honig","<p>Variant on this theme formerly on the art market, The Hague (Nystad, 1978), also on copper, 25.6 x 35. See Honig database q00004.</p><p>The figural elements of this painting derive from a print by Philip Galle after Hans Bol showing fishing for a sperm whale dated 1582.  The whale, the nude man in the boat, and the people in the neighboring boat are all reshuffled from this print.  Print is part of large series of fishing scenes, Hollstein 568ff.  The print is  reproduced in Bremerhaven 1991, vol.2, pp.88-89, cat. #11.</p>","June 3, 2012"
619,3745,"E.A. Honig","<p>When this painting was advertised with Christopher Gibbs it had suffered a lot of paint loss in the sky and possibly in the area around the boats as well. In its present state it seems to have been touched up a fair amount.</p>","August 7, 2012"
620,3746,"E.A. Honig","<p>Although scholars have suggested that the original design for this work was Jan’s, or even Pieter the Younger's I believe that Jan was using materials from his father’s studio that had been developed around 1564, the date of Pieter the Elder’s Dormition of the Virgin which shares a similarly constructed interior space. Since the Dormition was in grisaille, perhaps the original Visit was as well, or perhaps the similar space of the Dormition (which was still in Antwerp, and owned by Ortelius) gave him the idea to paint the Visit in that medium. But the latter was certainly not Jan’s invention: the relative scale of the figures, their often hidden faces, and the fascination with commonplace objects and habits are all Pieter the Elder’s manner and uncharacteristic of Jan’s work.</p>","January 23, 2015"
621,3748,"E.A. Honig","<p>This is by a considerable amount the strongest of numerous variants of this composition: the density of detail is very characteristic of Jan. There are however many versions and variants. A fairish one is Ertz 1979 #78; a later questionable very very distant variant is Ertz 1979 #136.   Other more distant works:  Vienna, K.M.; Hannover, N.L.; Munich, A.P.; Duisburg, private collection; formerly art market, London (Sotheby's 22.vi.60); Stockholm, Nationalmuseum.<br />Related drawing from about 1595-6 with Tobias and the Angel in Budapest. Another related drawing dated 1603 is in Vienna, Albertina.<br />Note at RKD, rejected by H. Gerson, possibly Jan II</p>","July 18, 2015"
622,3749,"E.A. Honig","<p>The Honig Database has tentatively attributed this painting to the Studio of Jan Brueghel the Elder.</p>","July 18, 2015"
623,3750,"E.A. Honig","<p>Two related drawings in the Rijksmuseum, Inv. #s A 130 and A 131, cataloged as copies after Pieter the Elder. </p><p>Ertz calls this work a watercolor on panel but that is not a possible technique. However, mixing some watercolor with oil paint is not uncommon. If Jan did this here, perhaps he was inspired by a watercolor painting by his father. As described by Jan the Younger at his estate sale, Jan had owned a “waterverf doec van mynen grootvader” which was valued at fl.300, higher than any works except for some flower garlands: Denucé, Brieven en documenten, 140. Perhaps this was the “Peasant Fight.” It could also have been his father’s version of the Wedding Procession, which might explain why the quite oblong proportions of this work are so different from Pieter the Elder’s other images of peasant life, and more like his larger watercolor Blind Leading the Blind in Naples. My thanks to Odilia Bonebakker for sharing her expertise on technical issues.</p>","January 23, 2015"
624,3750,"E.A. Honig","<p>A very large version of this composition (canvas, 155.3 x 256)  attributed to Martin van Cleve was with Johnny van Haeften in 2015. His catalogue suggests that Van Cleve's version is a ""missing link"" between Pieter the Elder's version and those of his sons. I would wonder, rather, how Van Cleve got access to whatever studio materials were used for producing this work. This ""Van Cleve"" work was formerly attributed to Pieter the Younger (Ertz 2000, cat. #A830).</p>","December 7, 2015"
625,3752,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.<br />Displayed at TEFAF in Maastricht, 2002</p>","July 18, 2015"
626,3754,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
627,3755,"E.A. Honig","<p>Two copies are illustrated by Ertz 2008-10, p. 1647. One truly terrible one is in Koblenz as attributed to Christoffel van den Berghe (copper, 17.5 x 26.7); the other is in Orleans, Musee d'Orleans, and Ertz calls it Jan the Younger (copper, 27.4 x 34.9). The museum at Orleans calls it ""studio of Jan the Elder.""</p><p>Image on Lempertz website is very poor but way that figures are carefully arranged so that artist did not have to paint faces makes me sure this is not an autograph work. It's barely even from his studio. Colors are muddy, figures lumpen.</p>","May 11, 2014"
628,3757,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue.</p>","July 18, 2015"
629,3758,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database. It is a weak version of <a href=""/janbrueghel/wide-landscape-with-travelers-and-wagons"">Wide Landscape with Travelers and Wagons</a></p>","April 18, 2015"
630,3760,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue nor the Honig Database.</p>","July 18, 2015"
631,3761,"E.A. Honig","<p>Brueghel's earliest dated landscape. Pijl (2002) suggests this work was a pendant to Ertz 1979 #22. Moreover, another painting dated 1594 by Paul Bril shares an exact provenance with these two; it is also on copper, 18 x 23.5. It was in Cologne/Antwerp show in 1992; in Cologne cat. it was #23.1 with color illustration. There are numerous 18th-century Colonna  inventories that mention a landscape and a marine by Brueghel but is there anything earlier than that?<br />From Sotheby's catalogue: Possibly in the collection of Filippo II Colonna (1663-1714), Palazzo Colonna, Rome, traditionally identified with the painting listed in his posthumous inventory of 1714, no. 417: ""Un quadro dj palmi quattro, e tre per traverso rapp.te un Paese della sqola del Brilli con sua cornice nera con battenti doratj spett.e come sopra"" but much more likely described along with its pendant as nos. 881a and 881b: ""Due quadri in rame d'un palmo per traverso rapp.ti due Paesini, cioè uno un Paesino, e l'altro una Marina originali di d.o Brucolo..."";<br />Possibly by descent in the Colonna family to Filippo III, Gran Contestabile del Regno di Napoli, and possibly identifiable in his 1783 inventory, along with the pendant, as no. 417: ""Due quadri di 1 1/2 per traverso= Paesi, e Marine con Figure= Bruguel Paesista"";<br />Sotheby's catalogue 2007 says that this and Ertz #22 are too dissimilar to have been conceived as pendants.<br />There are no copies/close variants of this work.<br />displayed at TEFAF, Maastricht, 2002</p>","July 18, 2015"
632,3765,"E.A. Honig","<p>Variant in The Hague, DVRK #2685, which Ertz attributes to Jan the Younger.</p>","July 18, 2015"
633,3766,"E.A. Honig","<p>This work does not appear in the 1979 Ertz catalogue.</p><p>There is the mark of Pieter Stas on the back of the copper panel.</p>","July 18, 2015"
634,3766,"Louisa Ruby","<p>This image is reversed.  The Mill should be on the right.</p>","January 16, 2020"
