"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","provenance","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","pieterbruegel_item","order","permalink"
10082,"Desidia (Sloth) (Vienna)","Drawing","Allegory",,,21.4,29.6,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,"brueghel .1.5.5.7","Lower right",,"By another hand in red-brown ink, ""desidia."" Inscription below, ""Traecheijt maeckt machteloos en verdroocht/ die senuwen dat de mensch nieuwers toe en doocht.""",,,,,,,,,,,,"Mielke, cat. #39: P. Bruegel.",,"Berlin 1975, nr. 64, Brussels 1980, nr. 27",,,,,9637,10140,,,,,,,,"img/derivatives/simple/10082/thumbnail.jpg","img/derivatives/simple/10082/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/desidia-sloth-vienna"
10083,"The Last Judgment (Vienna)","Drawing","Religious",,,23,30,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,"brueghel 1558","Lower left",,"Inscription below in another hand, ""Compt ghy gebenedyde myns vaeders hier. En gaet ghy vermaledyde in dat eeuwighe vier.""",,,,,,,,,,,,"Mielke, cat. #40: P. Bruegel.",,"Berlin 1975, nr. 66",,,,,"9638|9639",3628,,,,,,,,"img/derivatives/simple/10083/thumbnail.jpg","img/derivatives/simple/10083/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-last-judgment-vienna"
10084,"Everyman (London)","Drawing","Proverb",,,20.8,29.3,,"England","London","British Museum",,,,"Public",,,,"Paper",,"...rueghel 1558","Lower left",,"Image on wall inscribed in Bruegel's hand ""nymant en ckent sy selue"" and below in mirror writing ""nemo."" ",,,,,,,,,,,,"Mielke, cat. #41: P. Bruegel.",,"Brussels 1980, nr. 35",,,,,"9640|9641|9642",10153,,,,,,,,"img/derivatives/simple/10084/thumbnail.jpg","img/derivatives/simple/10084/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/everyman-london"
10085,"The Alchemist (Berlin)","Drawing","Magic",,,30.8,45.3,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,,"Paper",,"BRVEGEL 1558","Upper right",,"Inscriptions on the book and vessels, ""ALCHE MIST, KEYE, solfer, drogerey, ghetten, Een estracht...""",,,,,,,,,,,,"Mielke, cat. #42: P. Bruegel.",,"Berlin 1975, nr. 67",,,,,"9643|9644|9645",10158,,,,,,,,"img/derivatives/simple/10085/thumbnail.jpg","img/derivatives/simple/10085/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-alchemist-berlin"
10086,"Ice Skating before the Gate of Saint George (America)","Drawing","Urban, Common and Peasant Life",,,21.3,29.8,,,,,,"Private Collection, America",,"Private",,,,"Paper",,"brueghel 1559 (or 1558)","Lower right",,,,,,,,,,,,,,"Mielke, cat. #43: P. Bruegel.",,,,,,,"9646|9647|9648|9649|9650",10159,,,,,,,,"img/derivatives/simple/10086/thumbnail.jpg","img/derivatives/simple/10086/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/ice-skating-before-the-gate-of-saint-george-america"
10087,"Kermis at Hoboken (London)","Drawing","Urban, Common and Peasant Life",,,26.5,39.4,,"England","London","Courtauld Institute of Art","Lee Collection",,,"Public",,,,"Paper",,"1559 BRVEGEL","Lower left",,"On the banner, ""hoboken.""",,,,,,,,,,,,"Mielke, cat. #44: P. Bruegel.",,"Berlin 1975, nr. 68, Brussels 1980, nr. 36, Washington/New York 1986-87, nr. 28, Tokyo 1995, nr. B5",,,,,"9651|9652|9653|9654|9655",10161,,,,,,,,"img/derivatives/simple/10087/thumbnail.jpg","img/derivatives/simple/10087/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/kermis-at-hoboken-london"
10088,"Fides (Faith) (Amsterdam)","Drawing","Allegory",,,22.5,29.5,,"Netherlands","Amsterdam","Rijksmuseum",,,,"Public",,,,"Paper",,"BRVEGEL 1559","Lower left",," ""FIDES in lower center. Above the cross, ""INRI"" in reverse. By another hand inscribed below, ""fides maxime a nobis conseruanda est praecipue in religionem quia deus prior et potentior est quam homo.""",,,,,,,,,,,,"Mielke, cat. #45: P. Bruegel.",,"Brussels 1980, nr. 28, Berlin 1975, nr. 69, Cologne/Antwerp/Vienna 1992-93, nr. 109.2",,,,,"9656|9657|9658|9659|9660|9661",10131,,,,,,,,"img/derivatives/simple/10088/thumbnail.jpg","img/derivatives/simple/10088/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/fides-faith-amsterdam"
10089,"Caritas (Charity) (Rotterdam)","Drawing","Allegory",,,22.4,29.9,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",,,,"Paper",,"BRVEGEL 1559","Lower left",,"""CAVRITAS"" by another hand and below ""Speres tibi accidere quod alteri accidit ita denum excitaberis ad opem ferendam si sumpseris eius animam qui opem tunc in malis constitutus implorat.""",,,,,,,,,,,,"Mielke, cat. #46: P. Bruegel.",,"Brussels 1980, nr. 30, Washington/New York 1986-87, nr. 29",,,,,"9662|9663|9664|9665|9666",10133,,,,,,,,"img/derivatives/simple/10089/thumbnail.jpg","img/derivatives/simple/10089/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/caritas-charity-rotterdam"
10090,"Prudentia (Prudence) (Brussels)","Drawing","Allegory",,,22.5,29.8,,"Belgium","Brussels","Musées Royaux des Beaux-Arts de Belgique",,,,"Public",,,,"Paper",,"BRVEGHEL 1559","Lower left",,"Inscribed ""PRVDENCIA."" Below in another hand, ""Si prudens esse cupis in futurum prospectum ostende et quae possunt contingere animo tuo cuncta propone.""",,,,,,,,,,,,"Mielke, cat. #47: P. Bruegel.",,,,,,,"9667|9668",10135,,,,,,,,"img/derivatives/simple/10090/thumbnail.jpg","img/derivatives/simple/10090/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/prudentia-prudence-brussels"
10091,"Spes (Hope) (Berlin)","Drawing","Allegory",,,22.4,29.5,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,,"Paper",,"BRVEGEL 1559.","Lower right",,"In lower center inscribed ""SPES."" Below, ""Jucundissima est spei persuasio et vite imprimis, Necessaria inter tot aerumnas peneque intolerabilis.""",,,,,,,,,,,,"Mielke, cat. #48: P. Bruegel.",,"Berlin 1975, nr. 70, Brussels 1980, nr. 29, Tokyo 1995, nr. B6",,,,,"9669|9670|9671|9672",10132,,,,,,,,"img/derivatives/simple/10091/thumbnail.jpg","img/derivatives/simple/10091/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/spes-hope-berlin"
10092,"Justitia (Justice) (Brussels)","Drawing","Allegory",,,22.4,29.5,,"Belgium","Brussels","Koninklijke Biblioteek Albert I",,,,"Public",,,,"Paper",,"1559 BRVEGEL","Lower left",,"In center ""IVSTICIA."" Below, in another hand, the inscription, ""Scopus legis est aut ut eum quem punit emendet aut poena eius ceteros meliores reddet aut sublatis malis ceteri securiores vivant.""",,,,,,,,,,,,"Mielke, cat. #49: P. Bruegel.",,"Berlin 1975, nr. 71, Brussels 1980, nr. 32, Cologne/Antwerp/Vienna 1992-93, nr. 109.3",,,,,"9673|9674|9675|9676|9677|9678",,,,,,,,,"img/derivatives/simple/10092/thumbnail.jpg","img/derivatives/simple/10092/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/justitia-justice-brussels"
10093,"Fortitudo (Fortitude) (Rotterdam)","Drawing","Allegory",,,22.5,29.5,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",,,,"Paper",,"BRVEGEL","Lower left",,"Dated lower right 1560. In the middle, ""FORTYTVDO."" ",,,,,,,,,,,,"Mielke, cat. #50: P. Bruegel.",,"Berlin 1975, nr. 73, Brussels 1980, nr. 33",,,,,"9679|9680|9681|9682|9683|9684|9685|9686|9687|9688",10136,,,,,,,,"img/derivatives/simple/10093/thumbnail.jpg","img/derivatives/simple/10093/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/fortitudo-fortitude-rotterdam"
10094,"Temperantia (Temperance) (Rotterdam)","Drawing","Allegory",,,22.2,29.5,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",,,,"Paper",,"BRVEGEL","Lower left",,"Dated at right 1560. On allegorical figure's skirt hem in center, inscribed ""TEMPORANCIA"" in mirror writing. By another hand below in redish ink, ""Videndum ut nec voluptati dediti prodigi et Luxuriosi appareamus nec auara tenacitati sordidi aut obscuri existamus.""",,,,,,,,,,,,"Mielke, cat. #51: P. Bruegel.",,"Berlin 1975, nr. 74, Brussels 1980, nr. 34",,,,,"9689|9690|9691|9692",10137,,,,,,,,"img/derivatives/simple/10094/thumbnail.jpg","img/derivatives/simple/10094/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/temperantia-temperance-rotterdam"
10095,"Storm Over the Schelde River at Antwerp","Drawing","Seascape",,,20.2,29.9,,"England","London","Courtauld Institute of Art","Seilern Collection",,,"Public",,,,"Paper",,"Brueghel","Lower left, by another hand",,,,,,,,,,,,,,"Mielke, cat. #52: P. Bruegel.","Les Vaisseaux de mer de Pieter Bruegel l'Ancien, fig.1, p.55",,,,,,"9693|9694",,,,,,,,,"img/derivatives/simple/10095/thumbnail.jpg","img/derivatives/simple/10095/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/storm-over-the-schelde-river-at-antwerp"
10096,"The Rabbit Hunt (Paris)","Drawing","Landscape",,,21.3,19.6,,"France","Paris","Fondation Custodia (Collection Frits Lugt)",,,,"Public",,,,"Paper",,"BRVEGEL 1560","Lower left",,,,,,,,,,,,,,"Mielke, cat. #53: P. Bruegel.",,"Berlin 1975, nr. 75",,,,,"9695|9696",10119,,,,,,,,"img/derivatives/simple/10096/thumbnail.jpg","img/derivatives/simple/10096/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-rabbit-hunt-paris"
10097,"View of Reggio di Calabria","Drawing","Landscape",,,15.4,24.1,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",,,"Pen and brown ink, brown and gray wash (later added likely by Claude Lorrain -- according to Rotterdam), framing lines with the pen in brown ink","Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #54: P. Bruegel.",,"Berlin 1975, nr. 25, Brussels 1980, nr. 13, Brussels/Rome 1995, nr. 40",,,,,"9697|9698|9699|9700|9701|9702",,,,,,,,,"img/derivatives/simple/10097/thumbnail.jpg","img/derivatives/simple/10097/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/view-of-reggio-di-calabria"
10098,"The Descent of Christ into Limbo (Vienna)","Drawing","Religious",,,22.3,29.4,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,"BRVEGEL 1561","Lower left",,"By another hand an inscription at bottom in red-brown ink, ""Toblite o porte capita vestea attollimine fores sempiterne et ingredientur Rex ille gloriosus.""",,,,,,,,,,,,"Mielke, cat. #55: P. Bruegel.",,"Brussels 1980, nr. 37",,,,,"9703|9704|9705|9706",10125,,,,,,,,"img/derivatives/simple/10098/thumbnail.jpg","img/derivatives/simple/10098/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-descent-of-christ-into-limbo-vienna"
10099,"The Resurrection of Christ (Rotterdam)","Drawing","Religious",,,43.1,30.7,,"Netherlands","Rotterdam","Museum Boijmans Van Beuningen",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #56: P. Bruegel.",,"Berlin 1975, nr. 85",,,,,"9707|9708|9709|9710|9711|9712|9713",10123,,,,,,,,"img/derivatives/simple/10099/thumbnail.jpg","img/derivatives/simple/10099/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-resurrection-of-christ-rotterdam"
10100,"A Gooseherd","Drawing","Study",,,24.8,14.9,,"Germany","Dresden","Staatliche Kunstsammlungen Dresden, Kupferstich-Kabinett",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #57: P. Bruegel.",,"Washington/New York 1986-87, nr. 30",,,,,9714,,,,,,,,,"img/derivatives/simple/10100/thumbnail.jpg","img/derivatives/simple/10100/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/a-gooseherd"
10101,"A Gooseherd (Copy)","Drawing","Study",,,25.1,13.5,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #57a: copy after P. Bruegel.",,"Berlin 1975, nr. 92",,,,,,,,,,,,,,"img/derivatives/simple/10101/thumbnail.jpg","img/derivatives/simple/10101/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/a-gooseherd-copy"
10102,"The Bagpipe Player","Drawing","Study",,,20.5,14.5,,,,,,"The Ian Woodner Family Collection",,"Private",,,,"Paper",,"P. Bruegel f.",,,,,,,,,,,,,,,"Mielke, cat. #58: P. Bruegel.",,"Master Drawings from the Woodner Collection, Malibu u. a. O (????) 1983-85, nr. 46, Woodner Collection, Master Drawings, New York, The Metropolitan Museum of Art 1990, nr. 84, The Touch of the Artist, Washington, National Gallery of Art, nr. 55",,,,,"9715|9716|9717|9718|9719",,,,,,,,,"img/derivatives/simple/10102/thumbnail.jpg","img/derivatives/simple/10102/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-bagpipe-player"
10103,"The Bagpipe Player (Copy)","Drawing","Study",,,28,19.5,,"United States","New York, NY","Metropolitan Museum of Art",,,,"Public",,,,"Paper",,"Bruegel",,,,,,,,,,,,,,,"Mielke, cat. #58a: copy after P. Bruegel.",,,,,,,,,,,,,,,,"img/derivatives/simple/10103/thumbnail.jpg","img/derivatives/simple/10103/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-bagpipe-player-copy"
10104,"Four Men Standing in Conversation","Drawing","Study",,,12.2,15.2,,"France","Paris","Musée du Louvre",,,,"Public",,,,"Paper",,"bruegel","Below by another hand ",,,,,,,,,,,,,,"Mielke, cat. #59: P. Bruegel.",,"Berlin 1975, nr. 94",,,,,9720,,,,,,,,,"img/derivatives/simple/10104/thumbnail.jpg","img/derivatives/simple/10104/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/four-men-standing-in-conversation"
10105,"The Painter and the Connoisseur","Drawing","Urban, Common and Peasant Life",,,25.5,21.5,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,"BRVEGEL","Lower left",,,,,,,,,,,,,,"Mielke, cat. #60: P. Bruegel.",,"Berlin 1975, nr. 95, Washington/New York 1984-85 nr. 25",,,,,"9721|9722",,,,,,,,,"img/derivatives/simple/10105/thumbnail.jpg","img/derivatives/simple/10105/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-painter-and-the-connoisseur"
10106,"The Painter and the Connoisseur (Copy)","Drawing","Urban, Common and Peasant Life",,,31.4,22.2,,,,,,"Bern, Switzerland, E. Kornfield Collection",,"Private",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #60a: copy after P. Bruegel.",,"Former Bern, E. Kornfeld, Auctioned Bern 16 June 1960, nr. 44",,,,,,,,,,,,,,"img/derivatives/simple/10106/thumbnail.jpg","img/derivatives/simple/10106/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-painter-and-the-connoisseur-copy"
10107,"The Painter and the Connoisseur (Copy) (London - Private Collection)","Drawing","Urban, Common and Peasant Life",,,29.8,21.9,,,,,,"London, England, Vincent Korda Collection",,"Private",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #60b: copy after P. Bruegel.",,,,,,,,,,,,,,,,"img/derivatives/simple/10107/thumbnail.jpg","img/derivatives/simple/10107/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-painter-and-the-connoisseur-copy-london-private-collection"
10108,"The Painter and the Connoisseur (Copy) (Amsterdam)","Drawing","Urban, Common and Peasant Life",,,27.2,21.6,,,,,,"Private Collection","Amsterdam, Stifung de Boer","Private",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #60c: copy after P. Bruegel.",,,,,,,,,,,,,,,,"img/derivatives/simple/10108/thumbnail.jpg","img/derivatives/simple/10108/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-painter-and-the-connoisseur-copy-amsterdam"
10109,"The Painter and the Connoisseur (Copy) (London)","Drawing","Urban, Common and Peasant Life",,,26.1,20.7,,"England","London","British Museum",,,,"Public",,,,"Paper",,"Inscribed ""P. Bruegel fecit.""",,,,,,,,,,,,,,,"Mielke, cat. #60d: copy after P. Bruegel.",,,,,,,,,,,,,,,,"img/derivatives/simple/10109/thumbnail.jpg","img/derivatives/simple/10109/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-painter-and-the-connoisseur-copy-london"
10110,"The Fall of the Magician Hermogenes (Amsterdam)","Drawing","Magic",,,23.3,29.6,,"Netherlands","Amsterdam","Rijksmuseum",,,,"Public",,,,"Paper",,"BRVEGEL. M.D.XLIIII","Lower left",,,,,,,,,,,,,,"Mielke, cat. #61: P. Bruegel.",,"Berlin 1975, nr. 89",,,,,"9723|9724",10130,,,,,,,,"img/derivatives/simple/10110/thumbnail.jpg","img/derivatives/simple/10110/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-fall-of-the-magician-hermogenes-amsterdam"
10111,"The Epileptic Woman of Meulebeke (Copy)","Drawing","Urban, Common and Peasant Life",,,28.6,41.4,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,,,,"Old inscription at the bottom ""dit sin dye pelgerommen di op sint Jans dach buyten bruessel te muelebeec danssen moeten ende als sy ouer een brugge gedanst oft gesprongen hebben dan sin sy genesen vor een heel Jaer van Sint Jans sieckte bruegel m.ccccc.Lxiiij.""",,,,,,,,,,,,"Mielke, cat. #62a: copy after P. Bruegel.",,"Berlin 1975, nr. 90",,,,,9725,,,,,"No regulary #62 in Mielke catalog.",,,,"img/derivatives/simple/10111/thumbnail.jpg","img/derivatives/simple/10111/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-epileptic-woman-of-meulebeke-copy"
10112,"The Epileptic Woman of Meulebeke (Copy) (Amsterdam)","Drawing","Urban, Common and Peasant Life",,,27,40.3,,"Netherlands","Amsterdam","Rijksmuseum",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #62b: copy after P. Bruegel.",,,,,,,"9726|9727|9728",,,,,"No regulary #62 in Mielke catalog.",,,,"img/derivatives/simple/10112/thumbnail.jpg","img/derivatives/simple/10112/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-epileptic-woman-of-meulebeke-copy-amsterdam"
10113,"The Epileptic Woman of Meulebeke (Copy) (Berlin)","Drawing","Urban, Common and Peasant Life",,,29.4,40.6,,"Germany","Berlin","Kupferstichkabinett, Staatliche Museen zu Berlin",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #62c: copy after P. Bruegel.",,"Berlin 1975, nr. 91",,,,,9729,,,,,"No regulary #62 in Mielke catalog.",,,,"img/derivatives/simple/10113/thumbnail.jpg","img/derivatives/simple/10113/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-epileptic-woman-of-meulebeke-copy-berlin"
10114,"The Calumny of Apelles","Drawing","Classical History",,"57BB251",20.3,30.6,,"England","London","British Museum",,,,"Public",,,,"Paper",,"M.D.LXV  P BRUEG","Lower right, damaged",,"Further original inscriptions ""(V)ERITAS, PENI(T)ENCIA, INSIDIAE, FALLACIA, CALUMNIA, LYVOR, SU(SP)ICIO, IGNORAMCIA""",,,,,,,,,,,,"Mielke, cat. #63: P. Bruegel.",,"Berlin 1975, nr. 98",,,,,"9730|9731",,,,,,,,,"img/derivatives/simple/10114/thumbnail.jpg","img/derivatives/simple/10114/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-calumny-of-apelles"
10115,"Spring (Vienna)","Drawing","Allegory",,"23D4",22,29,,"Austria","Vienna","Albertina",,,,"Public",,,,"Paper",,"M.D.LXV BRVEGEL","Bottom right, by the artist",,"With grey ink the framing is drawn and labeled also by Bruegel, ""de lenten Mert April Meij"".",,,,,,,,,,,,"Mielke, cat. #64: P. Bruegel.",,"Washington/New York 1984-85, nr. 24",,,,,"9732|9733|9734|9735",10147,,,,"Wood on the edges damaged, wormholes. ",,,,"img/derivatives/simple/10115/thumbnail.jpg","img/derivatives/simple/10115/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/spring-vienna"
10116,"The Dirty Bride or The Wedding of Mopsus and Nisa (New York)","Drawing","Urban, Common and Peasant Life",,"48C8546",26.6,41.6,,"United States","New York, NY","Metropolitan Museum of Art",,,,"Public",,,,"Paper",,,,,,,,,,,,,,,,,"Mielke, cat. #65: P. Bruegel.",,"Berlin 1975, nr. 99",,,,,"9736|9737|9738|9739|9740|9741",10163,,,,"Met image does not match image in back of Mielke ",,,,"img/derivatives/simple/10116/thumbnail.jpg","img/derivatives/simple/10116/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-dirty-bride-or-the-wedding-of-mopsus-and-nisa-new-york"
10118,"Summer (Hamburg)","Drawing","Allegory",,"23F43",22,28.6,,"Germany","Hamburg","Hamburger Kunsthalle (Kupferstichkabinett)",,,,"Public",,,,"Paper",,"RVEGHEL","Bottom left, by another hand","Watermark: Small eagel with F in the shield, near Briquet 137.","*However it is dated on the buttom center, by the artist, ""M.D.LXVIII ",,,,,,,,,,,,"Mielke, cat. #67: P. Bruegel.",,"Berlin 1975, nr. 106",,,,,"9744|9745|9746|9747|9748|9749|9750",10148,,,,,,,,"img/derivatives/simple/10118/thumbnail.jpg","img/derivatives/simple/10118/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/summer-hamburg"
10119,"The Rabbit Hunt","Print","Landscape","Hunting|Castle|Village|Windmill|Cliff|Farm|Field|River|Hunters|Weaponry|Boat",,22.3,29.2,,,,,,,,"Unknown",,,,,,"BRUEGEL 1506","Lower left",,"Upper right: H. cock excu",,"Etching",,1,"Pieter Bruegel the Elder","Hieronymus Cock",,,,,,,"Van Bastelaer 1908, I|H. III (Bruegel) 1|H. IV (Cock) 150|Feinblatt 1961, 1|Klein 1963, 9|Vienna 1967-68, 33|Lebeer 1969, 62|Fehl 1970|De Pauw-De Veen 1970, 154|Domaszewska 1971, 1|Lari 1973, 1|Riggs 1977, 25|Vallese 1979, 14|White 1979|Tokyo 1989, 62|Gilchrist 1992, I|Hamburg 2001, 62|Orenstein and Sellink 2001, 82|Sullivan 2003",,,,,1,,10096,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10119/thumbnail.jpg","img/derivatives/simple/10119/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-rabbit-hunt"
10120,"Landscape with the Temptation of Christ","Print","Religious","Religious|Tower|Village|Forest|Stream|New Testament|Fruit|Rosary|Road",,31.9,43.9,,,,,,,,"Unknown",,,,,,"H.Cock:fecit","Lower left",,"One line of Latin in lower margin: NON IN SOLO PANE VICTVRVS EST HOMO, SED OMNI VERBO QVOD DIGREDITVR PER OS DEI. MAR.4DEVT.8.",,"Etching and engraving",,1,"Hieronymus Cock","Hieronymus Cock",,,,,,,"Lugt 1927, pp. 112, 115|Raczynski 1937, pp. 16-17|Wurzbach (Brueghel, Stiche nach) 2|Wurzbach (Cock) 19|H. IV (Cock) 2|Arndt 1966|Vienna 1967-68, 16|Riggs 1977, 36|Tokyo 1989, 96|Gilchrist 1992, 2b|Hamburg 2001, 89|Orenstein and Sellink 2001, 26",,,,,2,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10120/thumbnail.jpg","img/derivatives/simple/10120/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/landscape-with-the-temptation-of-christ"
10121,"The Parable of the Good Shepherd","Print","Religious","Religious|Barn|Peasants|Shepherds|New Testament|Armor|Tools|Weaponry",,22.2,29.3,,,,,,,,"Unknown",,,,,,"BRVEGEL.IN.VEN","Lower left",,"At lower right, on ax: PG.F. (P and G in monogram)| dated at bottom left of center: 1565. Bible reference at upper center above door: .IOHA.10. | EGO SVM OSTIVM OVIVM| in lower margin four Latin verses by Hadrianus Junius in two columns: HIVTVTO STABVLATE VIRI, SVCCEDITE TECTIS| | ME PASTORE OVIVM, IANVA LAXA PATET. | | QVID LATERA, AVT CULMEN PERRVMPITIS? [first R squeezed in between E and R] ISTA LVPORVM, | ATQVE FVRVM LEX EST, QVOS MEA CAVLA FVGIT - HAD. IVN (see Junius 1598, p. 185).",,"Engraving",,4,"Philips Galle","Joannes Galle",,,,,,,"F.M. hist. Pl., A 431B|Van Stolk 335|Van Bastelaer 1908, 122|Wurzbach (Brueghel, Stiche nach) 3|H. III (Bruegel), 122|H. VII, 153|Klein 1963, 63|Feinblatt 1961, 40|Lebeer 1969, 59|Domaszewska 1971, 28|Lari 1973, 117|Vallese 1979, 73|TIB (Galle) 56, 032|1992, 122|GdZ, V, 18|Hamburg 2001, 59|NHD (Galle) part II, 146",,,,,3,,,,,,,,"British Museum","http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx","img/derivatives/simple/10121/thumbnail.jpg","img/derivatives/simple/10121/fullwidth.jpg","pieterbruegel","pieterbruegel_item",,"/pieterbruegel/the-parable-of-the-good-shepherd"
