"pid","label","object_type","genre","worktags","iconclass_code","height_cm","width_cm","diameter_cm","location_country","location_city","location_collection","accession_nos_and_notes","private_collection_info","most_recent_sale","collection_type","realdate","numeric_date","medium","support","support_notes","signature","signature_location","support_marks","further_inscription","print_notes","print_type","plate_dimensions","states","printmaker","publisher","series","collaborators","collaborator_notes","collectors_patrons","our_attribution","other_attribution_authorities","bibliography","biblio_reference","exhibition_history","ertz_1979","ertz_2008","bailey_walker","hollstein_no","bad_copy","exclude_from_browsing","provenance","provenance_text","related_works","related_works_notes","copies_and_variants","curatorial_files","general_notes","discussion","external_resources_title","external_resources_url","thumbnail","fullwidth","collection","layout","order","permalink"
9729,"Coaching Inn in a Village","Drawing","Village, Town and Cityscape",,,20.7,31.5,,"Russia","Moscow","Pushkin Museum",7033,,,"Public","ca. 1700-ca. 1799",1700,"Pen and brown and gray ink, brush and gray ink, gray wash, over preliminary indications in graphite","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #MOSC.PU.2","Sadkov 2001, p. 74-5, nr. 80, ill.|Sadkov 2010, p. 82","8117|8118",,,,"MOSC.PU.2",,,0,"6894|6895|6896","Count Karl Cobenzl (1712-1770), Vienna/Brussels (L. 2858b)|acquired from him by Catherine II for the Hermitage, St Petersburg (L. 2061), 1768|transferred to the Museum of Fine Arts (since 1937 Pushkin Museum), 1930",,,,,,,,,"img/derivatives/simple/9729/thumbnail.jpg","img/derivatives/simple/9729/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/coaching-inn-in-a-village"
9730,"Herd of Cows at a Well","Drawing","Landscape",,,19,29.8,,"Russia","Moscow","Pushkin Museum",4657,,,"Public","1614-1619",1614,"Pen and brown ink, brush and gray ink, light gray wash, framing lines in pen and brown and gray ink","Paper",,,,,"""28""",,,,,,,,,,,,"Bailey/Walker cat. #MOSC.PU.3","Massaloff 1917, p. 300, nr. 33|Sidorov 1930, p. 232|Moscow 1959, p. 22, ill.|Sadkov 2001, p. 74, nr. 79, ill.|Sadkov 2010, p. 80-1",,,,,"MOSC.PU.3",,,,"6897|6898|6899|6900|6901|6902|6903|6904","Baron Carl Eduard von Liphart (1808-1891), Dorpat/Bonn/Florence (L. 1687-1689)|by descent to his grandson Freiherr Reinhold von Liphart, Dorpat (L. 1758), 1891-1898|his sale Leipzig (Boerner), 26 April 1898 a.f.d., lot 150 (21 marks to Scheltema)|art dealer Franz Meyer, Dresden, 1909 (225 marks to Mosolov)|Nikolay Semyonovich Mosolov (1847-1914), Moscow (L. 1802), 1909-1914|bequeathed by him to the Rumyantsev Museum, Moscow (L. 1524), 1914|transferred to the Museum of Fine Arts (since 1937 Pushkin Museum), 1924",,,,,,,,,"img/derivatives/simple/9730/thumbnail.jpg","img/derivatives/simple/9730/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/herd-of-cows-at-a-well"
9731,"Scene of a River Bank","Drawing","Landscape",,,29.5,45.3,,"Russia","Moscow","Pushkin Museum",7717,,,"Public",,,"Pen and brown ink, gray-blue wash","Paper",,,,,"""24""; ""Brughel""",,,,,,,,,,,,"Bailey/Walker cat. #MOSC.PU.4","Moscow 1954, p. 9, ill. (as Jan Brueghel I)|Sadkov 2001, p. 75, nr. 81, ill. (as copy after Jan Brueghel I)|Sadkov 2010, p. 81-2","8365|8366|8367",,,,"MOSC.PU.4",,,0,"6905|6906","State ""Antiquariat,"" Moscow|transferred to the Pushkin Museum, 1937",,,,,,,,,"img/derivatives/simple/9731/thumbnail.jpg","img/derivatives/simple/9731/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/scene-of-a-river-bank"
9732,"Landscape with Flight into Egypt","Drawing","Religious",,,,,18.3,"Germany","Munich","Staatlichen Graphischen Sammlungen",1362,,,"Public",,,"Pen and brown ink, gray and blue wash","Paper",,,,"L. 2723",,,,,,,,,,,,,"Bailey/Walker cat. #MUNI.GS.1","Wegner 1973, p. 71, nr. 498, pl. 115",10182,,,,"MUNI.GS.1",,,0,,,,,,,,,,,"img/derivatives/simple/9732/thumbnail.jpg","img/derivatives/simple/9732/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/landscape-with-flight-into-egypt"
9733,"Sailboats and a City in the Distance","Drawing","Seascape","Birds|City|Seascape|Boat",,11.8,19.1,,"United States","New Haven, CT","Yale University Art Gallery","1961.62.8",,,"Public",,,"Pen and brown ink over remains of preliminary drawing in black chalk or graphite","Paper",,,,,"""Peter Breugel the elder"" and ""1576""; ""Pet.Breugel/[cross]1576""",,,,,,,,,,,,"Bailey/Walker cat. #NEWH.YU.2","New Haven 1970, p. 294, nr. 542 (as copy after Jan Brueghel the Elder)",8359,,,,"NEWH.YU.2",,,0,6909,"Egmont Collection, Yale Library Transfer",,,,,,,"Yale University Art Gallery","http://artgallery.yale.edu/collections/objects/58528","img/derivatives/simple/9733/thumbnail.jpg","img/derivatives/simple/9733/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/sailboats-and-a-city-in-the-distance"
9734,"Garden of Eden (Yale 1961.62.23)","Drawing","Religious","Resting|Cattle|Deer|Monkey|Parrot|Garden|Old Testament|Paradise",,30.5,24.2,,"United States","New Haven, CT","Yale University Art Gallery","inv. #1961.62.23",,,"Public",,,"Pen and dark brown ink, brush and blue ink, gray and blue wash","Paper",,,,,"""I. Brugell"" and ""1642""",,,,,,,,,,,,"Bailey/Walker cat. #NEWH.YU.10, Yale Art Gallery as after Jan Brueghel","New Haven 1970, p. 293, nr. 537",,,,,"NEWH.YU.10",,,0,6917,"Egmont Collection, Yale Library Transfer",,,,,,,"Yale University Art Gallery","http://artgallery.yale.edu/collections/objects/58554","img/derivatives/simple/9734/thumbnail.jpg","img/derivatives/simple/9734/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/garden-of-eden-yale-19616223"
9735,"Garden of Eden (Yale 1961.62.26)","Drawing","Religious","Resting|Cattle|Deer|Horse|Monkey|Parrot|Swine|Garden|Old Testament|Paradise",,27.7,24.1,,"United States","New Haven, CT","Yale University Art Gallery","inv. #1961.62.26",,,"Public",,,"Pen and dark brown ink, brush and blue ink, blue wash","Paper",,,,,"""I. Brugel"" and ""1642""",,,,,,,,,,,,"Bailey/Walker cat. #NEWH.YU.13","New Haven 1970, p. 293, nr. 538",,,,,"NEWH.YU.13",,,,6920,"Egmont Collection, Yale Library Transfer",,,,,,,"Yale University Art Gallery","http://artgallery.yale.edu/collections/objects/58558","img/derivatives/simple/9735/thumbnail.jpg","img/derivatives/simple/9735/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/garden-of-eden-yale-19616226"
9736,"Wooded Shore with People Embarking in Boats (recto); Studies of People in Boats (verso)","Drawing","Landscape","Ship",,12.3,16.8,,"United States","New Haven, CT","Yale University Art Gallery","1961.62.35",,,"Public",,,"Pen and brown ink, brown wash (recto); Pen and brown ink (verso)","Paper",,,,,"""Peter Breugel the Son""",,,,,,,,,,,,"Bailey/Walker cat. #NEWH.YU.17","New Haven 1970, p. 286, nr. 525, pl. 289",,,,,"NEWH.YU.17",,,,6924,"Egmont Collection, Yale Library Transfer",,,,,,,"Yale University Art Gallery","http://artgallery.yale.edu/collections/objects/58577","img/derivatives/simple/9736/thumbnail.jpg","img/derivatives/simple/9736/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/wooded-shore-with-people-embarking-in-boats-recto-studies-of-people-in-boats-verso"
9737,"Rocky Landscape (Yale)","Drawing","Landscape","Village",,19.2,31.2,,"United States","New Haven, CT","Yale University Art Gallery","1961.62.53",,,"Public",,,"Brush and blue and brown ink, blue and brown wash","Paper",,,,,"""p. bril""",,,,,,,,,,,,"Bailey/Walker cat. #NEWH.YU.24","New Haven 1970, p. 290, nr. 532",10061,,,,"NEWH.YU.24",,,0,6931,"Egmont Collection, Yale Library Transfer",,,,,,,"Yale University Art Gallery","http://artgallery.yale.edu/collections/objects/58610","img/derivatives/simple/9737/thumbnail.jpg","img/derivatives/simple/9737/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/rocky-landscape-yale"
9738,"Peasants on Their Way to Market","Drawing","Urban, Common and Peasant Life",,,20.5,31.4,,"United States","Northampton, MA","Smith College Museum of Art","SC 1944:10-1",,,"Public",,,"Pen and brown ink with brush and watercolo on cream antique laid paper","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #NORT.SC.1",,,,,,"NORT.SC.1",,,,6937,"Gift of Philip Hofer",,,,,,,"Five Colleges and Historic Deerfield Museum Consortium","https://museums.fivecolleges.edu/detail.php?t=objects&type=ext&id_number=SC+1944.10.1","img/derivatives/simple/9738/thumbnail.jpg","img/derivatives/simple/9738/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/peasants-on-their-way-to-market"
9740,"The Ruins of Castle Merxem, near Antwerp","Drawing","Ruins","Castle|Ruins",,16.5,31.2,,"United States","New York, NY","Metropolitan Museum of Art",2001.638,,,"Public",1610,1610,"Pen and brown ink with pink, blue, gray, and yellow washes","Paper",,,,"Collector's marks: (Verso, LL) K.E. von Kiphart (L. 1687), (Verso, UL) R. von Liphart (L. 1758)","UR: ""Kastel van straelen bij Antwerp 1610""; ""P. Breugel"" in pen and ink (probably the hand writing of Jan Pietersz. Zomer, 1641-1724); Verso, ""N233""; Verso, UL: ""P. Zaenredam...(crossed out) nein da dieser war 1597 geboren.../ P Breughel bezeichnet, aber wohl unsicher/ Gruyter B 12th""",,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #NY.MM.2","Boerner 1899, nr. 93 (as Pieter Breughel)|Becker 1922, nr. 8, ill.|Adler 1980, p. 53, 248, 249, fig. 226, p. 89, note 279, ill.|Adler 1982, nr. 17, ill.|New York 2002, nr. 16, ill.|Bambach et al. 2002, p. 16, ill.|New York/Edinburgh 2009, p. 101, fig. 40",,"The Metropolitan Museum of Art, ""Drawings and Prints: Selections from the Permanent Collection,"" November 5, 2001–January 28, 2002|New York 2002, nr. 16",,,"NY.MM.2",,,,"6945|6946|6947|6948|6949|6950|6951|6952","Probably owned by Jan Pietersz. Zomer (Dutch, Amsterdam 1641–1699 Amsterdam)(1641-1724), Amsterdam|Karl Eduard Liphart (1808–1891)|Reinhold von Liphart (Ratshof, second half 19th century)|his sale C. G. Boerner, Leipzig, sale 64, June 27,1899, lot 93 (as by P. Bruegel, 1600)|Consul Bernhard Limburger (Leipzig), thence by descent|Vendor: Artemis Fine Arts SA Luxembourg|purchase, anonymous gift, in memory of Frits Markus, Louis V. Bell and Harry G. Sperling Funds, 2001",,,,,,,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/347299","img/derivatives/simple/9740/thumbnail.jpg","img/derivatives/simple/9740/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/the-ruins-of-castle-merxem-near-antwerp"
9742,"Peasants and Hay Wagon on a Country Road","Drawing","Urban, Common and Peasant Life",,,14.8,17.5,,"United States","New York, NY","Metropolitan Museum of Art","61.130.1",,,"Public",,,"Pen and brown ink, gray wash","Paper",,,,"Collector's mark: (LL) William Mayor (d. 1874), London (Lugt 2799)",,,,,,,,,,,,,"Bailey/Walker cat. #NY.MM.4","Sotheby's 1953, nr. 31 (as T. Michau)|New York 1970, nr. 1, p. 3",,"The Metropolitan Museum of Art, ""Coles Gallery, 8: Tapestries and Paintings, Malachites, Vases, Drawings by Old Masters, Etchings, Photographs, and Tapestries in Gallery 4, Main Hall,"" 1895",,,"NY.MM.4",,,,"6957|6958|6959|6960|6961|6962|6963","William Mayor (British, died 1874 London)|Lady Dorothea Head, London|her sale, Sotheby's, London, January 28, 1953, lot 31, as by T. Micheau|P. & D. Colnaghi & Co|Alan D. Pilkington|Vendor: P. & D. Colnaghi & Co|Rogers Fund, 1961",,,,7282,,,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/335120","img/derivatives/simple/9742/thumbnail.jpg","img/derivatives/simple/9742/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/peasants-and-hay-wagon-on-a-country-road"
9743,"Dutch Landscape with Windmills","Drawing","Landscape",,,19.7,31,,"United States","New York, NY","Metropolitan Museum of Art","42.186.1",,,"Public",,,"Pen and brown ink, brush and brown, blue, and gray wash; framing lines in black ink","Paper",,,,,"Verso, ""A 5514""",,,,,,,,,,,,"Bailey/Walker cat. #NY.MM.5","Zeri 1954, p. 46|London 1959, nr. 40|London/Paris/Bern/Brussels 1972, p. 21|Ertz 1979, p. 165, fig. 178|Brussels 1980, p. 192|Bedoni 1983, p. 67|Providence 1983, p. 213|Liedtke 1984, vol. 1, nr. 3, p. 19|Essen/Vienna 1997-98, p. 231, fig. 2, nr. 64","7525|7526|7527|7528|7529|7530|7531","London 1959, nr. 40|Essen/Vienna 1997-98, under nr. 64",,,"NY.MM.5",,,,"6964|6965|6966|6967","Sale J. A. Jonkmann, 5 June 1929, lot 77|Philip Hofer (American, Cincinnati, Ohio 1898–1984 Cambridge, Massachusetts)|Vendor: Durlacher Brothers, New York|Fletcher Fund, 1942","9803|3235",,,,,757,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/335119","img/derivatives/simple/9743/thumbnail.jpg","img/derivatives/simple/9743/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/dutch-landscape-with-windmills"
9744,"River Scene","Drawing","Landscape",,,13.3,19.1,,"United States","New York, NY","Metropolitan Museum of Art","80.3.464",,,"Public",,,"Pen and brown ink, brown, and red wash, over black chalk; framing lines in brown ink","Paper",,,,,"UR: ""CD""? (traces of a 'paraphe'); Verso, UL: ""464""; Verso, UC: ""Ruysdael""; Verso, center: ""40""; Verso, ""464 429"" (crossed out); Verso, ""4"" (faded)",,,,,,,,,,,,"Bailey/Walker cat. #NY.MM.6","New York 1895, nr. 464, 29",9986,"New York 1895, nr. 464, 29",,,"NY.MM.6",,,0,"6968|6969|6970","James Jackson Jarves|Cornelius Vanderbilt (American, Staten Island, New York 1843–1899 New York)|gift of Cornelius Vanderbilt, 1880",,,,,,,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/335117","img/derivatives/simple/9744/thumbnail.jpg","img/derivatives/simple/9744/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/river-scene"
9745,"Boats and Houses","Drawing","Landscape",,,20.2,20.8,,"United States","New York, NY","Metropolitan Museum of Art","06.1042.4",,,"Public",,,"Pen and brown ink, brown wash (faded gray); circular framing lines lightly sketched in pen and brown ink","Paper",,,,,"""P. Brueghel""",,,,,,,,,,,,"Bailey/Walker cat. #NY.MM.7",,,,,,"NY.MM.7",,,,"6971|6972","Vendor: E. Parsons & Sons (London), through Roger Eliot Fry|Rogers Fund, 1906",,,,,,,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/335118","img/derivatives/simple/9745/thumbnail.jpg","img/derivatives/simple/9745/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/boats-and-houses"
9746,"View of the Temples of Venus and of Diana in Baia from the South","Drawing","Ruins",,,26.2,19.4,,"United States","New York, NY","Metropolitan Museum of Art",65.209,,,"Public","ca. 1594",1594,"Pen and brown ink, brown and blue wash, over black chalk; framing lines in brown ink","Paper",,,,,"UC: ""T. Venere"" and ""T. Diana"" by the artist; ""i. Bruegel"" (seventeenth- or eighteenth-century handwriting?); Verso, ""D 28670"" (Colnaghi number)",,,,,,,,,,,,"Bailey/Walker cat. #NY.MM.8","Bean 1966, p. 75|Florence 1966-67, p. 33, nr. 18|New York 1970, nr. 2, p. 3|New Haven 1970, fig. 57, p. 284|Rome 1972, nr. 188|Winner 1972, p. 136-138|Bedoni 1983, p. 38|Hebborn 1991, p. 213-218, 244, fig. 47","8645|8900|8646|8647|8648|8649|8899|8650","Florence 1966-67, under nr. 18|New York 1970, nr. 2|Rome 1972, nr. 188",,,"NY.MM.8",,,0,"6973|6974|6975","Eric Hebborn (British, London 1934–1996 Rome)|Vendor: P. & D. Colnaghi & Co|Purchase, Mrs. Carl Seldon Gift, 1965",,,,,,,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/335122","img/derivatives/simple/9746/thumbnail.jpg","img/derivatives/simple/9746/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/view-of-the-temples-of-venus-and-of-diana-in-baia-from-the-south"
9747,"Studies of Peasants","Drawing","Study","Peasants",,5.9,8.5,,"United States","New York, NY","Metropolitan Museum of Art","80.3.472",,,"Public",,,"Black chalk, brush and gray and pink wash. Framing lines in pen and brown ink at top, right, and bottom margins","Paper",,,,"Collector's mark: (Verso, LC) MMA inv. no. 80.3.472",,,,,,,,,,,,,"Bailey/Walker cat. #NY.MM.9","New York 1895, nr. 472|Gardner 1947, p. 220",,"New York 1895, nr. 472",,,"NY.MM.9",,,,"6976|6977|6978","James Jackson Jarves|Cornelius Vanderbilt (American, Staten Island, New York 1843–1899 New York)|gift of Cornelius Vanderbilt, 1880",,,,,,,"Metropolitan Museum of Art","http://www.metmuseum.org/collection/the-collection-online/search/335123","img/derivatives/simple/9747/thumbnail.jpg","img/derivatives/simple/9747/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/studies-of-peasants"
9748,"Cargo Vessels and Rowboats off a Wharf","Drawing","Seascape","Dog|Horse|Wharf|Peasants|Seascape|Boat|Cart",,19.4,29.6,,"United States","New York, NY","Pierpont Morgan Library","I, 115 a",,,"Public",1614,1614,"Pen and brown ink, brown and blue washes","Paper",,,,,"Verso, UC: ""No [""o"" superscript] 3""; Verso, LR:""No [""o"" superscript] 5"" and below, ""... Percy Sale""",,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #NY.PM.1","Berlin 1975, nr. 124|Gerszi 1982, p. 160, fig. 21|Paris/Antwerp/London/New York 1979-80, nr. 4|Essen/Vienna 1997-98, p. 466-7, nr. 167, ill.|Stampfle 1991, p. 26, nr. 44","8062|8063|8064|8065","Berlin 1975, nr. 124|Paris/Antwerp/London/New York 1979-80, nr. 4|Essen/Vienna 1997-98, nr. 167",,,"NY.PM.1",,,0,"6979|6980|6981|6982|6983|6984|6985|6986|6987|6988|6989","George Knapton|General George Morrison (by bequest from Knapton)|Knapton-Morrison sale, London, T. Philipe, 25 May - 3 June 1807, lot 136 (to Mr. Peters for Â£0.11.0)|Sir Joseph Hawley|Sir Henry Hawley|sale, M. de Salicis ... and Property of a Baronet [Sir Henry Hawley], Christie’s, 16 July 1891, one of six in lot 222 (""A Coast Scene, by John Brueghel|and various other drawings""’ to Fairfax Murray for Â£0.11.0)|Charles Fairfax Murray (1849-1919), London and Florence|from whom purchased through Galerie Alexandre Imbert, Rome, in 1909 by Pierpont Morgan (1837-1913), New York (no mark|see Lugt 1509)|his son, J. P. Morgan, Jr. (1867-1943), New York.",,,,,,,"Pierpont Morgan Library","http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi","img/derivatives/simple/9748/thumbnail.jpg","img/derivatives/simple/9748/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/cargo-vessels-and-rowboats-off-a-wharf"
9749,"Village Traversed by a River","Drawing","Village, Town and Cityscape",,,18.5,22.8,,"United States","New York, NY","Pierpont Morgan Library","I, 115",,,"Public",,,"Pen and brown ink, brown wash, point of brush and blue wash, over very faint traces of black chalk","Paper",,,,,"""21""; ""Brueghel B 18 /"" and ""... / 569-0417""",,,,,,,,,,,,"Bailey/Walker cat. #NY.PM.2","Pierpont Morgan 1905-12|Stampfle 1991, p. 26, nr. 45",,,,,"NY.PM.2",,,0,"6990|6991|6992|6993|6994|6995|6996","Henry Wellesley|probably his sale, Sotheby’s, 25 June - 10 July 1866, one of thirty landscapes in lot 569 (to Fawcett for Â£1.4.0)|Charles Fairfax Murray (1849-1919), London and Florence|from whom purchased through Galerie Alexandre Imbert, Rome, in 1909 by Pierpont Morgan (1837-1913), New York (no mark|see Lugt 1509)|his son, J. P. Morgan, Jr. (1867-1943), New York.",,,,,,,"Pierpont Morgan Library","http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi","img/derivatives/simple/9749/thumbnail.jpg","img/derivatives/simple/9749/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/village-traversed-by-a-river"
9750,"View of the Tiber with the Ponte Sisto and Saint Peter&#39;s in the Distance","Drawing","Village, Town and Cityscape",,,16,25.5,,"United States","New York, NY","Pierpont Morgan Library","EVT 13",,,"Public","ca. 1595",1595,"Pen and brown ink, brown and blue watercolor.","Paper",,,,"Collector's mark: (UR) unidentified","UR: ""Paolo Veronese""",,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #NY.PM.3","Winner 1985, p. 87-9, fig. 9|Washington/New York 1986-87, nr. 23|New York 1990-91, p. 2, repr.|New York 1994, p. 35-8, nr. 11","8651|8901|8652","Washington/New York 1986-87, nr. 23|New York 1994, nr. 11",,,"NY.PM.3",,,0,"6997|6998|6999|7000","Unid coll|New York Sotheby's, 3 June 1981, lot 124|private collection, New York|Bob P. Haboldt & Co.|Eugene V. and Clare E. Thaw, New York",,,,,,,"Pierpont Morgan Library","http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi","img/derivatives/simple/9750/thumbnail.jpg","img/derivatives/simple/9750/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/view-of-the-tiber-with-the-ponte-sisto-and-saint-peters-in-the-distance"
9751,"Road by Houses Built on Roman Ruins","Drawing","Ruins",,,13.5,20,,"United States","New York, NY","Pierpont Morgan Library",2009.7,,,"Public",,,"Pen and brown ink","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #NY.PM.4",,,,,,"NY.PM.4",,,,7001,"Joseph F. McCrindle, New York (McCrindle collection no. A1257)",,,,,,,"Pierpont Morgan Library","http://corsair.themorgan.org/cgi-bin/Pwebrecon.cgi","img/derivatives/simple/9751/thumbnail.jpg","img/derivatives/simple/9751/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/road-by-houses-built-on-roman-ruins"
9752,"Coaches on the Road","Drawing","Landscape",,,19.8,29.8,,"United States","Oberlin, OH","Allen Memorial Art Museum",1959.4,,,"Public","ca. 1614",1614,"Pen, brown and blue wash","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #OBER.AM.1","London 1962, nr. 36",7355,"London 1962, nr. 36",,,"OBER.AM.1",,,,"7002|7003|7004","Alliance des Arts (L. 61)|Dr. George Katz, Great Neck, NY|given by him to Oberlin Allen Memorial Art Museum, 1959",9711,,,,,,"Allen Memorial Art Museum","http://allenartcollection.oberlin.edu/emuseum/view/objects/asitem/id/7680","img/derivatives/simple/9752/thumbnail.jpg","img/derivatives/simple/9752/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/coaches-on-the-road"
9753,"Hilly Landscape with Village in the Foreground","Drawing","Landscape",,,11.3,28.5,,"Norway","Oslo","Nasjonalgalleriet","NG.K&H.B.15580",,,"Public",,,"Pen and brown ink, brush and watercolor","Paper",,,,"Collector's mark: Prosper Henry Lankrink (1628–1692), London (L. 2090)",,,,,,,,,,,,,"Bailey/Walker cat. #OSLO.NG.1",,,,,,"OSLO.NG.1",,,,"7005|7328","Prosper Henry Lankrink (1628–1692), London (L. 2090)|Purchased by museum from Sophus Larpent (1838-1911), Kristiania (Oslo), 1894",,,,,,,,,"img/derivatives/simple/9753/thumbnail.jpg","img/derivatives/simple/9753/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/hilly-landscape-with-village-in-the-foreground"
9754,"Harbor Scene (Oslo)","Drawing","Seascape","Harbor|Fishermen|Seascape|Boat",,13,20.5,,"Norway","Oslo","Nasjonalgalleriet","NG.K&H.B.15587",,,"Public",,,"Pen and brown and red ink","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #OSLO.NG.2",,,,,,"OSLO.NG.2",,,,7329,"Purchased by museum from Sophus Larpent (1838-1911), Kristiania (Oslo), 1894",,,,,,,,,"img/derivatives/simple/9754/thumbnail.jpg","img/derivatives/simple/9754/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/harbor-scene-oslo"
9755,"View of the Ponte Rotto in Rome","Drawing","Ruins",,,11,16.6,,"Canada","Ottawa","National Gallery of Canada",5523,,,"Public","ca. 1593-ca. 1596",1593,"Pen and brown ink with blue wash over traces of black chalk","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #OTTA.NG.1",,,,,,"OTTA.NG.1",,,,7006,"Purchased 1948",,,,,,,"National Gallery of Canada","http://www.gallery.ca/en/see/collections/artwork.php","img/derivatives/simple/9755/thumbnail.jpg","img/derivatives/simple/9755/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/view-of-the-ponte-rotto-in-rome"
9756,"Mountain Landscape (Ottawa)","Drawing","Landscape",,,26.3,39.9,,"Canada","Ottawa","National Gallery of Canada",6051,,,"Public",1635,1635,"Brush and brown ink with brown, gray, and blue wash","Paper",,,,,,,,,,,,,,,,,"Bailey/Walker cat. #OTTA.NG.2",,,,,,"OTTA.NG.2",,,,7007,"Purchased 1951",,,,,,,"National Gallery of Canada","http://www.gallery.ca/en/see/collections/artwork.php","img/derivatives/simple/9756/thumbnail.jpg","img/derivatives/simple/9756/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/mountain-landscape-ottawa"
9757,"Village Landscape","Drawing","Village, Town and Cityscape",,,12.6,17.5,,"Canada","Ottawa","National Gallery of Canada","15789r",,,"Public",1625,1625,"Pen and brown ink with green-blue wash","Paper",,,,,"Breugel",,,,,,,,,,,"Jan Brueghel the Elder","Bailey/Walker cat. #OTTA.NG.3","London 1967-68, nr. 24",8690,"London 1967-68, nr. 24",,,"OTTA.NG.3",,,0,"7008|7009","Richard Hodgkin, dealer, 1967|purchased by National Gallery of Canada, 1969",,,,,,,"National Gallery of Canada","http://www.gallery.ca/en/see/collections/artwork.php","img/derivatives/simple/9757/thumbnail.jpg","img/derivatives/simple/9757/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/village-landscape"
9758,"Covered Wagon (Oxford)","Drawing","Urban, Common and Peasant Life",,,9.9,16.8,,"England","Oxford","Ashmolean Museum",117,,,"Public",,,"Black lead","Paper",,,,"Collector's marks: (LR) ""Spencer (L. 1530)""; (LR) ""unknown (L. 321?)""","""Brugel""",,,,,,,,,,,,"Bailey/Walker cat. #OXFD.AS.1","Parker 1938, vol. 1, p. 49, nr. 117",,,,,"OXFD.AS.1",,,,"7010|7011|7012","Spencer (L. 1530)|unknown (L. 321?)|Douce",,,,,,,,,"img/derivatives/simple/9758/thumbnail.jpg","img/derivatives/simple/9758/fullwidth.jpg","janbrueghel","janbrueghel_item",,"/janbrueghel/covered-wagon-oxford"
